,Step,goal_power,goal,mean,std,y_upper,y_lower,max_possible_return,mean_norm,y_upper_norm,y_lower_norm
36,288,0.86,0.86,74.4144969064086,43.6211121099664,161.65672112634138,-12.827727313524193,189.76364995603066,0.39214305228451746,0.8518845477719161,-0.06759844320288133
37,290,0.9,0.9,16.825275896070355,4.883098775140799,26.591473446351955,7.059078345788757,182.8450012243582,0.09201933759963753,0.1454317770149108,0.03860689818436427
38,296,0.85,0.85,36.72154569935166,24.215391022919988,85.15232774519163,-11.709236346488318,191.65140287092927,0.19160593217302133,0.4443083977973218,-0.0610965334512792
39,306,0.88,0.88,4.064559469138574,7.09531844773621,18.255196364610995,-10.126077426333845,186.1841700871871,0.021830854187201872,0.09804913251251368,-0.05438742413810993
40,311,0.87,0.87,13.304585267675323,10.416856474629611,34.138298216934544,-7.5291276815838994,187.9423437227816,0.07079078085404655,0.18164239915667518,-0.040060837448582104
41,322,0.86,0.86,68.46201366460053,42.62803616910204,153.71808600280463,-16.794058673603544,189.76364995603066,0.36077517311910673,0.8100502179338456,-0.08849987169563205
42,330,0.85,0.85,17.87048669761554,14.108240298690177,46.086967294995894,-10.345993899764814,191.65140287092927,0.09324474765076834,0.24047289299538238,-0.053983397693845685
43,331,0.86,0.86,64.59216358881991,40.80173536021918,146.19563430925828,-17.01130713161845,189.76364995603066,0.3403821733181581,0.7704090553861747,-0.08964470874985841
44,337,0.88,0.88,5.251330214381789,7.3320791511425565,19.9154885166669,-9.412828087903325,186.1841700871871,0.02820503059912491,0.10696660466537403,-0.050556543467124224
45,341,0.87,0.87,14.468182233252792,10.146221302623207,34.760624838499204,-5.824260371993622,187.9423437227816,0.07698202516083137,0.18495366264971008,-0.030989612328047336
46,348,0.85,0.85,34.51756282918996,23.182073737590596,80.88171030437115,-11.846584645991229,191.65140287092927,0.18010597528699737,0.42202514092131244,-0.06181319034731774
47,357,0.86,0.86,61.31028119699268,39.267968940683836,139.84621907836035,-17.22565668437499,189.76364995603066,0.32308759454826375,0.7369494585014755,-0.09077426940494807
48,360,0.9,0.9,16.9042669875206,4.514717823905898,25.933702635332395,7.874831339708804,182.8450012243582,0.09245134881635829,0.14183435402486444,0.04306834360785213
49,369,0.87,0.87,15.360346745031274,9.821896216347088,35.00413917772545,-4.283445687662903,187.9423437227816,0.0817290368991464,0.18624934905226678,-0.022791275253973974
50,378,0.85,0.85,18.61358933508635,13.342785109844197,45.29915955477475,-8.071980884602045,191.65140287092927,0.09712211367230102,0.23636226438312166,-0.04211803703851962
51,383,0.85,0.85,32.86999512025591,22.163123838543232,77.19624279734236,-11.456252556830556,191.65140287092927,0.17150928523279704,0.402795083369838,-0.059776512904243934
52,398,0.86,0.86,58.53861076138028,37.904655776261166,134.34792231390261,-17.270700791142048,189.76364995603066,0.3084816864291134,0.7079750117845637,-0.09101163892633689
53,399,0.88,0.88,5.7674305909303945,7.0066220338671386,19.780674658664672,-8.245813476803882,186.1841700871871,0.030977019089375845,0.1062425159421539,-0.04428847776340221
54,411,0.9,0.9,16.575987330848122,4.321072466612799,25.21813226407372,7.933842397622524,182.8450012243582,0.09065595023026478,0.1379208187000423,0.043391081760487275
55,422,0.85,0.85,31.637762518297322,21.186130903773307,74.01002432584394,-10.734499289249293,191.65140287092927,0.16507973353894145,0.3861700108487449,-0.05601054377086201
56,424,0.88,0.88,6.425881465269944,6.8949994333964595,20.215880332062863,-7.364117401522975,186.1841700871871,0.03451357579036287,0.10858001688648442,-0.039552865305758675
57,436,0.87,0.87,15.66322211375147,9.28372833809508,34.230678789941635,-2.904234562438692,187.9423437227816,0.08334057032328494,0.1821339359289491,-0.015452795282379212
58,447,0.88,0.88,6.942630278475126,6.734229091183239,20.411088460841604,-6.525827903891352,186.1841700871871,0.037289047050691804,0.10962848480235142,-0.035050390700967805
59,449,0.86,0.86,55.819206305049974,36.925792349656746,129.67079100436348,-18.032378394263517,189.76364995603066,0.2941512050278523,0.6833278714569885,-0.09502546140128378
60,465,0.85,0.85,18.912685220835282,12.581550863071097,44.07578694697747,-6.250416505306912,191.65140287092927,0.09868273822953613,0.22997894242736652,-0.0326134659682943
61,484,0.86,0.86,53.563161159073864,35.92734294555514,125.41784705018415,-18.291524732036414,189.76364995603066,0.28226249427371763,0.6609160768105177,-0.09639108826308235
62,491,0.88,0.88,7.860158409448537,7.108713346563238,22.077585102575014,-6.35726828367794,186.1841700871871,0.04221711440756617,0.11857928142997565,-0.03414505261484331
63,492,0.9,0.9,16.115070332356893,4.30509649160626,24.725263315569414,7.5048773491443725,182.8450012243582,0.08813514301429029,0.13522526265418935,0.04104502337439121
64,493,0.85,0.85,30.360747348067928,20.46686208976882,71.29447152760557,-10.572976831469713,191.65140287092927,0.15841651505423554,0.3720007808949876,-0.055167750786516576
65,515,0.85,0.85,19.626550586075126,12.126308652464681,43.879167891004485,-4.626066718854236,191.65140287092927,0.10240754981216048,0.2289530221730525,-0.02413792254873154
66,520,0.87,0.87,15.71852311280083,8.786677926511462,33.291878965823756,-1.8548327402220952,187.9423437227816,0.08363481481313194,0.17713878791960733,-0.00986915829334345
67,539,0.86,0.86,51.568063643669554,35.00960693144181,121.58727750655316,-18.451150219214064,189.76364995603066,0.27174890267771606,0.640730074146053,-0.09723226879062087
68,540,0.85,0.85,29.31553683735958,19.779256457092057,68.8740497515437,-10.242976076824533,191.65140287092927,0.15296280850656022,0.35937148760621407,-0.0534458705930936
69,541,0.9,0.9,15.551782143904276,4.460916629535574,24.473615402975426,6.629948884833128,182.8450012243582,0.08505445617745716,0.13384897174708818,0.03625994060782615
70,565,0.85,0.85,19.905877846975788,11.570636332999527,43.04715051297484,-3.2353948190232664,191.65140287092927,0.10386502550352696,0.22461171621042417,-0.016881665203370283
71,565,0.87,0.87,15.551033271867611,8.375329826941766,32.30169292575114,-1.1996263820159196,187.9423437227816,0.08274363809576446,0.17187022512285327,-0.006382948931324335
72,570,0.88,0.88,8.465025365046412,7.109476727025298,22.683978819097007,-5.753928089004184,186.1841700871871,0.045465870493084204,0.12183623778796263,-0.03090449680179421
73,578,0.9,0.9,14.826980617851154,4.892567627265853,24.61211587238286,5.041845363319448,182.8450012243582,0.0810904346225897,0.13460644648514508,0.02757442276003433
74,600,0.87,0.87,15.506279327577593,7.999783974432595,31.505847276442783,-0.4932886212875971,187.9423437227816,0.08250551217159258,0.1676357049314788,-0.0026246805882936463
75,612,0.88,0.88,9.062503394739112,7.147023214545249,23.35654982382961,-5.231543034351386,186.1841700871871,0.048674940466180795,0.12544863407502424,-0.02809875314266265
76,617,0.85,0.85,28.292176700076414,19.223630068315586,66.73943683670758,-10.155083436554758,191.65140287092927,0.14762311298670866,0.34823348974729046,-0.052987263773873146
77,621,0.86,0.86,49.67350550384293,34.24144666062587,118.15639882509467,-18.809387817408805,189.76364995603066,0.2617651247504597,0.6226503276706166,-0.09912007816969715
78,627,0.85,0.85,19.915485232841192,11.049757507408788,42.01500024765877,-2.1840297819763848,191.65140287092927,0.1039151549871701,0.21922615550043453,-0.011395845526094347
79,633,0.87,0.87,15.455526555671062,7.66844699170336,30.79242053907778,0.11863257226434243,187.9423437227816,0.08223546780106268,0.1638397176981956,0.0006312179039297692
80,645,0.9,0.9,14.141574072868115,5.249325991688885,24.640226056245886,3.6429220894903462,182.8450012243582,0.07734186867660567,0.13476018426126582,0.01992355309194553
81,660,0.86,0.86,48.24768745668401,33.33849504697154,114.92467755062708,-18.429302637259063,189.76364995603066,0.2542514726496001,0.6056200836000772,-0.09711713830087712
82,664,0.88,0.88,9.648938766952943,7.209499284913514,24.06793733677997,-4.770059802874085,186.1841700871871,0.05182470003993625,0.12926951483313182,-0.025620114753259322
83,666,0.87,0.87,15.181973520420929,7.440887057874774,30.063747636170476,0.30019940467138007,187.9423437227816,0.0807799520836806,0.15996260896115594,0.001597295206205259
84,681,0.85,0.85,20.15808193296489,10.625296541882443,41.408675016729774,-1.0925111507999965,191.65140287092927,0.10518097770742996,0.21606246756574546,-0.005700512150885562
85,683,0.9,0.9,13.416414597861984,5.672141410869877,24.760697419601737,2.07213177612223,182.8450012243582,0.07337588945841347,0.1354190557783932,0.011332723138433741
86,692,0.86,0.86,46.95302388137035,32.508552077424795,111.97012803621993,-18.06408027347924,189.76364995603066,0.24742896699262287,0.5900504551960508,-0.0951925212108051
87,697,0.88,0.88,9.990057146278515,7.069831578691182,24.12972030366088,-4.149606011103849,186.1841700871871,0.05365685569079438,0.1296013527485248,-0.022287641366936048
88,702,0.85,0.85,27.51315873848355,18.636018286673295,64.78519531183014,-9.75887783486304,191.65140287092927,0.1435583477414602,0.3380366349598848,-0.050919939476964396
89,705,0.87,0.87,14.969556118423473,7.216458141945319,29.40247240231411,0.5366398345328349,187.9423437227816,0.07964972566535534,0.15644410844255138,0.002855342888159299
90,730,0.85,0.85,20.166581833873902,10.212567571968862,40.59171697781163,-0.2585533100638209,191.65140287092927,0.10522532854849705,0.2117997383256765,-0.0013490812286824103
91,743,0.87,0.87,14.820946867767827,6.994033132444882,28.80901313265759,0.8328806028780633,187.9423437227816,0.07885900842882429,0.1532864417991478,0.0044315750585008
92,749,0.9,0.9,12.909171125390147,5.771015020957543,24.451201167305232,1.3671410834750617,182.8450012243582,0.0706017175145525,0.13372638575611165,0.007477049272993383
93,751,0.88,0.88,10.183816474666141,6.870541054961852,23.924898584589847,-3.557265635257563,186.1841700871871,0.05469754206223451,0.12850124999019086,-0.019106165865721836
94,767,0.86,0.86,45.80722361951596,31.720293834091876,109.2478112876997,-17.633364048667794,189.76364995603066,0.24139092829490663,0.5757046268503639,-0.09292277026055067
95,768,0.85,0.85,26.918524787331826,18.0489453659816,63.01641551929502,-9.179365944631371,191.65140287092927,0.1404556626463128,0.32880748366728335,-0.04789615837465778
96,792,0.85,0.85,26.178159884463753,17.623487840409734,61.42513556528322,-9.068815796355715,191.65140287092927,0.13659258159510504,0.320504492245491,-0.04731932905528093
97,795,0.9,0.9,12.37052470456978,5.934052247563351,24.238629199696483,0.5024202094430787,182.8450012243582,0.06765579929303424,0.132563805613448,0.002747792972620503
98,807,0.85,0.85,20.208776203500314,9.84225538305101,39.89328696960233,0.5242654373982951,191.65140287092927,0.10544549061876808,0.2081554654544799,0.00273551578305623
99,811,0.87,0.87,14.602180787225082,6.825683830543226,28.253548448311534,0.9508131261386303,187.9423437227816,0.07769500208406237,0.15033093601294042,0.005059068155184321
100,817,0.88,0.88,10.264057320315217,6.6561846040227515,23.57642652836072,-3.0483118877302857,186.1841700871871,0.05512851772257932,0.12662959755021197,-0.01637256210505334
101,821,0.9,0.9,11.956433652920552,5.960034872038761,23.876503396998075,0.03636390884303076,182.8450012243582,0.06539108847853885,0.13058329862515977,0.00019887833191792193
102,830,0.85,0.85,25.544602550975444,17.20322520348164,59.95105295793873,-8.861847855987836,191.65140287092927,0.13328680180952743,0.31281301394028266,-0.04623941032122781
103,837,0.86,0.86,44.80850715251675,30.960234985441605,106.72897712339997,-17.111962818366457,189.76364995603066,0.23612797900387741,0.5624310933528612,-0.09017513534510639
104,840,0.88,0.88,10.342194291088202,6.4601195179092965,23.262433326906795,-2.5780447447303914,186.1841700871871,0.055548193416470985,0.12494313193228707,-0.013846745099345093
105,842,0.85,0.85,20.107106739420562,9.513682076865656,39.13447089315187,1.0797425856892495,191.65140287092927,0.10491499899409563,0.20419610974362454,0.005633888244566723
106,868,0.9,0.9,11.634188405344064,5.9135552114786964,23.46129882830146,-0.19292201761332883,182.8450012243582,0.06362869275856464,0.12831249785994148,-0.0010551123428121818
107,895,0.85,0.85,20.02232319695914,9.212253534245157,38.44683026544945,1.5978161284688248,191.65140287092927,0.10447261484667292,0.2006081337757913,0.00833709591755454
108,899,0.86,0.86,43.90603033033793,30.244022536072865,104.39407540248365,-16.582014741807804,189.76364995603066,0.23137218503391566,0.5501268310694507,-0.0873824610016194
109,902,0.87,0.87,14.347792038670407,6.700292810630893,27.748377659932196,0.947206417408621,187.9423437227816,0.07634145533394893,0.14764303301900694,0.005039877648890917
110,921,0.9,0.9,11.28891107075244,5.909226208600594,23.107363487953627,-0.5295413464487488,182.8450012243582,0.06174033194870057,0.12637678543697214,-0.0028961215395709953
111,924,0.85,0.85,24.915050464458666,16.841419611600312,58.59788968765929,-8.767788758741958,191.65140287092927,0.1300019206289771,0.30575246937859873,-0.04574862812064447
112,931,0.88,0.88,10.36044814948669,6.272033010361689,22.904514170210067,-2.183617871236688,186.1841700871871,0.0556462353627328,0.123020738871002,-0.011728268145536402
113,961,0.85,0.85,20.095860073825598,8.934813334776521,37.96548674337864,2.2262334042725556,191.65140287092927,0.10485631606547373,0.19809657625593854,0.0116160558750089
114,972,0.87,0.87,14.068331387198901,6.612587606288372,27.293506599775647,0.8431561746221572,187.9423437227816,0.07485450648604206,0.14522276384950306,0.004486249122581061
115,980,0.88,0.88,10.293428843645456,6.104349872901477,22.50212858944841,-1.9152709021574985,186.1841700871871,0.05528627293515451,0.12085951549431415,-0.01028696962400513
116,997,0.85,0.85,20.397339869139003,8.768422120461711,37.934184110062425,2.860495628215581,191.65140287092927,0.10642937940233038,0.19793324516184113,0.014925513642819657
117,1003,0.86,0.86,43.006069698556196,29.61005562754704,102.22618095365027,-16.214041556537886,189.76364995603066,0.2266296506655566,0.5387026492025035,-0.08544334787139041
118,1006,0.87,0.87,13.728190457111332,6.596617371530915,26.92142520017316,0.5349557140495023,187.9423437227816,0.07304469118125219,0.14324300031015233,0.0028463820523520326
119,1015,0.9,0.9,10.948643832498906,5.916750443584474,22.782144719667855,-0.8848570546700429,182.8450012243582,0.05987937192258528,0.12459812719579488,-0.004839383350624322
120,1024,0.85,0.85,24.305976206385967,16.520000704412823,57.34597761521161,-8.734025202439678,191.65140287092927,0.1268238888016657,0.29922023400909925,-0.04557245640576786
121,1027,0.87,0.87,13.56482392967171,6.4618207760836945,26.4884654818391,0.6411823775043217,187.9423437227816,0.07217545371084695,0.1409393165858891,0.0034115908358048224
122,1038,0.85,0.85,20.815802125181456,8.716543523718899,38.24888917261926,3.382715077743658,191.65140287092927,0.10861283462245352,0.19957531538852646,0.017650353856380595
123,1042,0.85,0.85,23.760928353837496,16.204728406128638,56.170385166094775,-8.64852845841978,191.65140287092927,0.12397993439077341,0.29308621969192483,-0.045126350910378
124,1044,0.88,0.88,10.197237186369236,5.957122411395644,22.111482009160525,-1.7170076364220517,186.1841700871871,0.054769625052409295,0.11876134259322942,-0.009222092488410825
125,1056,0.86,0.86,42.19690850948893,29.000039030314678,100.19698657011828,-15.803169551140428,189.76364995603066,0.22236560331373367,0.528009376892437,-0.08327817026496968
126,1056,0.87,0.87,13.563921489081787,6.2968426052614,26.157606699604585,0.9702362785589873,187.9423437227816,0.07217065202235011,0.1391788895544877,0.005162414490212507
127,1096,0.88,0.88,10.264383731080242,5.812997836049876,21.890379403179992,-1.3616119410195093,186.1841700871871,0.05513027088325282,0.11757379476960406,-0.0073132530030984265
128,1102,0.86,0.86,41.46005824885369,28.416876578970133,98.29381140679396,-15.373694909086574,189.76364995603066,0.21848261381176126,0.517980189723212,-0.08101496209968952
129,1102,0.9,0.9,10.621430490198469,5.925574770048509,22.472580030295486,-1.2297190498985486,182.8450012243582,0.05808980513044239,0.122905082883402,-0.00672547262251722
130,1109,0.87,0.87,13.588471068146463,6.1434443049879315,25.875359678122326,1.3015824581706,187.9423437227816,0.07230127494945847,0.1376771150427333,0.0069254348561836486
131,1112,0.85,0.85,21.207279623148054,8.660825816503301,38.52893125615466,3.885627990141451,191.65140287092927,0.11065548858742473,0.2010365208863229,0.02027445628852657
132,1161,0.85,0.85,23.236998966702167,15.917578037388353,55.07215504147887,-8.598157108074538,191.65140287092927,0.12124617205307649,0.28735586704036864,-0.044863522934215645
133,1164,0.86,0.86,40.714184983874524,27.89687126055665,96.50792750498783,-15.079557537238777,189.76364995603066,0.21455207566521953,0.5085690938562221,-0.07946494252578298
134,1183,0.87,0.87,13.632189450671309,6.001930401205279,25.63605025308187,1.6283286482607497,187.9423437227816,0.07253389087655009,0.13640380206652905,0.008663979686571134
135,1186,0.85,0.85,21.81083845279502,8.871824752468468,39.55448795773196,4.067188947858085,191.65140287092927,0.11380474197459375,0.20638767765436378,0.021221806294823727
136,1191,0.88,0.88,10.302894252340032,5.673208854047839,21.64931196043571,-1.043523455755647,186.1841700871871,0.05533711189042199,0.11627901529060004,-0.005604791509756073
137,1215,0.9,0.9,10.318041274899848,5.923159509387629,22.164360293675106,-1.5282777438754103,182.8450012243582,0.056430535184493195,0.12121939426978667,-0.008358323900800282
138,1233,0.87,0.87,13.58047917131883,5.870518709161369,25.32151658964157,1.8394417529960911,187.9423437227816,0.0722587518188572,0.13473023741255066,0.00978726622516372
139,1252,0.85,0.85,22.43232213829326,9.117685910818661,40.66769395993058,4.196950316655936,191.65140287092927,0.11704752379715513,0.21219617154234396,0.02189887605196629
140,1254,0.86,0.86,39.96215686847103,27.433335570851277,94.82882801017358,-14.904514273231527,189.76364995603066,0.2105891032225112,0.4997207211820914,-0.07854251473706893
141,1268,0.88,0.88,10.295861337954,5.539374048032734,21.37460943401947,-0.7828867581114682,186.1841700871871,0.055299337925091105,0.11480358090599257,-0.004204905055810356
142,1281,0.85,0.85,22.735417071190426,15.653077929347404,54.041572929885234,-8.570738787504382,191.65140287092927,0.11862901460993719,0.28197848865359154,-0.044720459433717184
143,1294,0.87,0.87,13.60191078341526,5.742401872415067,25.086714528245395,2.117107038585125,187.9423437227816,0.07237278472741793,0.1334809071299481,0.01126466232488777
144,1301,0.9,0.9,10.023288686648836,5.924466494398465,21.872221675445765,-1.8256443021480937,182.8450012243582,0.05481849992907302,0.11962165511217702,-0.009984655254031005
145,1311,0.87,0.87,13.68597403730103,5.635612984917477,24.957200007135985,2.414748067466075,187.9423437227816,0.07282006686842264,0.13279178876234676,0.012848344974498523
146,1322,0.85,0.85,23.171372548916395,9.556566811977017,42.28450617287043,4.05823892496236,191.65140287092927,0.12090374608174159,0.22063238535930577,0.021175106804177408
147,1328,0.87,0.87,13.81951233395353,5.560025703218269,24.939563740390067,2.6994609275169914,187.9423437227816,0.0735305948633777,0.13269795005417395,0.014363239672581426
148,1329,0.86,0.86,39.303495916262044,26.964119324190676,93.2317345646434,-14.624742732119309,189.76364995603066,0.20711814894669708,0.491304496863576,-0.07706819897018184
149,1359,0.88,0.88,10.389974840736876,5.4319652552701125,21.2539053512771,-0.4739556698033489,186.1841700871871,0.05580482398622512,0.11415527615115846,-0.0025456281787082273
150,1366,0.85,0.85,22.39895219527078,15.329448315538757,53.05784882634829,-8.259944435806734,191.65140287092927,0.11687340588034055,0.27684560630156696,-0.043098794540885915
151,1367,0.87,0.87,14.094648136560458,5.6259905530943515,25.34662924274916,2.8426670303717554,187.9423437227816,0.07499453213880487,0.13486385633317366,0.015125207944436093
152,1384,0.9,0.9,9.732593995713717,5.9330156835336005,21.59862536278092,-2.1334373713534838,182.8450012243582,0.05322865777321104,0.11812532592169983,-0.011668010375277746
153,1395,0.86,0.86,38.4787764581682,26.643986880554078,91.76675021927636,-14.809197302939957,189.76364995603066,0.20277211398012188,0.4835844496063353,-0.0780402216460915
154,1400,0.85,0.85,23.87748833139975,9.931047955277277,43.739584241954304,4.015392420845195,191.65140287092927,0.12458812183848417,0.2282247016548657,0.020951542022102632
155,1437,0.88,0.88,10.579898153793888,5.3922249285569395,21.36434801090777,-0.20455170331999106,186.1841700871871,0.056824907019965704,0.1147484665366727,-0.0010986524967412788
156,1445,0.86,0.86,37.7187809392615,26.318989877018417,90.35676069329833,-14.919198814775335,189.76364995603066,0.1987671556064671,0.4761542092715571,-0.07861989805862292
157,1464,0.85,0.85,24.490258035804523,10.159524157474142,44.809306350752806,4.17120972085624,191.65140287092927,0.1277854357909286,0.2338063049866134,0.021764566595243805
158,1469,0.87,0.87,14.292544575941173,5.610609029141103,25.51376263422338,3.0713265176589672,187.9423437227816,0.07604749569912217,0.13575313646113005,0.016341854937114278
159,1475,0.85,0.85,22.060933662920196,15.034708191307047,52.130350045534286,-8.008482719693898,191.65140287092927,0.115109690471598,0.272006096822794,-0.04178671587959802
160,1477,0.9,0.9,9.42822196266786,5.967099562371366,21.362421087410592,-2.5059771620748705,182.8450012243582,0.05156401268579966,0.11683349801397107,-0.01370547264237175
161,1517,0.85,0.85,21.657232262477862,14.801973833529743,51.26117992953735,-7.946715404581624,191.65140287092927,0.11300325454472814,0.26747093505002945,-0.041464425960573155
162,1521,0.86,0.86,36.965258082111745,26.026908987115316,89.01907605634239,-15.088559892118887,189.76364995603066,0.194796306303535,0.46910499496067143,-0.0795123823536014
163,1533,0.88,0.88,10.71600283445429,5.3202200634382955,21.35644296133088,0.07556270757769923,186.1841700871871,0.05755592878511721,0.11470600831064207,0.0004058492595923402
164,1536,0.85,0.85,25.13365425399666,10.439143340316216,46.011940934629095,4.255367573364229,191.65140287092927,0.13114255297637098,0.2400814199393916,0.022203686013350366
165,1567,0.87,0.87,14.386470714737655,5.5267013666452955,25.439873448028244,3.333067981447064,187.9423437227816,0.07654725608805839,0.13535998830339438,0.017734523872722372
166,1569,0.9,0.9,9.100661238837427,6.038103128494521,21.17686749582647,-2.9755450181516157,182.8450012243582,0.04977254602476415,0.11581868442682552,-0.016273592377297214
167,1603,0.85,0.85,21.29482687696992,14.56853337358851,50.43189362414694,-7.842239870207099,191.65140287092927,0.11111229324687628,0.2631438792968873,-0.04091929280313477
168,1604,0.86,0.86,36.423356162153205,25.635327551401513,87.69401126495623,-14.847298940649821,189.76364995603066,0.19194063863438918,0.4621222836158318,-0.07824100634705343
169,1610,0.85,0.85,25.66056050459488,10.560160305736849,46.78088111606858,4.540239893121182,191.65140287092927,0.133891848012594,0.24409360127446558,0.023690094750722382
170,1627,0.87,0.87,14.48628733111236,5.451020996889485,25.38832932489133,3.584245337333389,187.9423437227816,0.07707835841655726,0.1350857333264907,0.019070983506623798
171,1633,0.88,0.88,10.874615830076419,5.271020236191362,21.416656302459142,0.3325753576936954,186.1841700871871,0.05840784329292876,0.11502941572546184,0.0017862708603956802
172,1676,0.9,0.9,8.728942273570974,6.175811015992421,21.080564305555818,-3.6226797584138684,182.8450012243582,0.04773957294495685,0.11529199138284953,-0.01981284549293581
173,1684,0.85,0.85,20.97566338174607,14.332526381710522,49.64071614516712,-7.6893893816749745,191.65140287092927,0.1094469597797438,0.2590156680386966,-0.040121748479208984
