,Wall time,Step,Value,goal_power,timestamp,smoothed_value,std1,smoothed_value_squared_plus_std1_squared
1336,1714756693.166833,17391,143.3499298095703,0.85,1714729306,128.61211306359215,30.70968569188619,17484.16042197665
1337,1714756744.3807852,17414,144.8787078857422,0.85,1714729306,128.7831676832991,30.592989300566185,17521.03527288929
1338,1714756794.8731248,17431,151.36842346191406,0.85,1714729306,129.02054502624424,30.51923077853344,17577.7244861825
1339,1714756831.0459473,17444,151.5686492919922,0.85,1714729306,129.2574110286355,30.445822403016823,17634.42640762166
1340,1714756906.268954,17491,151.53074645996094,0.85,1714729306,129.4912725257113,30.37093048506528,17690.383078856703
1341,1714756939.5441558,17507,151.96279907226562,0.85,1714729306,129.72709713159804,30.298209235371942,17747.10121306145
1342,1714757008.5824184,17541,151.7102508544922,0.85,1714729306,129.9576825749113,30.2223674131351,17802.390752295938
1343,1714757122.922202,17634,147.0853729248047,0.85,1714729306,130.13725030516125,30.114298250075713,17842.574876082705
1344,1714757225.5984235,17683,147.30047607421875,0.85,1714729306,130.31710353115085,30.007244074113096,17882.982169672086
1345,1714757314.1233194,17700,147.81298828125,0.85,1714729306,130.50035491130407,29.902995960488045,17924.53179938929
1346,1714757351.3737605,17714,147.76617431640625,0.85,1714729306,130.68111092081838,29.798133374354677,17965.48150409507
1347,1714757493.0390704,17807,146.24314880371094,0.85,1714729306,130.84395365253377,29.68424688120501,18001.294720330734
1348,1714757538.8370063,17820,148.67892456054688,0.85,1714729306,131.03049401082586,29.58452856631406,18044.234691212125
1349,1714757662.8103583,17920,144.00779724121094,0.85,1714729306,131.16616451890806,29.459154237109683,18072.404482967075
1350,1714757758.2589264,17991,138.70651245117188,0.85,1714729306,131.2449588669459,29.31484487587315,18084.599358082825
1351,1714757799.5443287,18009,138.8619842529297,0.85,1714729306,131.3245186933278,29.171613884920387,18097.112266685082
1352,1714757847.9876077,18029,138.52354431152344,0.85,1714729306,131.3996790660137,29.02814005559212,18108.508573738472
1353,1714757936.0934658,18097,135.2423095703125,0.85,1714729306,131.43977982853613,28.87886513507794,18110.404572864074
1354,1714758064.0345104,18190,133.15274047851562,0.85,1714729306,131.45764808532587,28.728313562340354,18106.429240261532
1355,1714758118.0188394,18228,132.9078826904297,0.85,1714729306,131.47276927042836,28.578466947341546,18101.817832695586
1356,1714758180.8463335,18265,132.08253479003906,0.85,1714729306,131.47912441079646,28.42915456791868,18094.976985276302
1357,1714758260.7069955,18296,133.26260375976562,0.85,1714729306,131.4977044668229,28.281201310646704,18091.472627617222
1358,1714758342.193251,18323,132.6939239501953,0.85,1714729306,131.51016132056077,28.13376418607542,18086.431217837617
1359,1714758379.2646923,18337,133.00048828125,0.85,1714729306,131.52567445299152,27.987306068098473,18082.29234126373
1360,1714758462.9141858,18391,130.92132568359375,0.85,1714729306,131.51938623048193,27.84133000024084,18072.488610624987
1361,1714758581.5932891,18486,126.16773223876952,0.85,1714729306,131.4637250451403,27.701457578515324,18050.081754718536
1362,1714758723.3845637,18606,119.66808319091795,0.85,1714729306,131.3410907340706,27.583126047915727,18011.310957790574
1363,1714758776.9433484,18631,119.38944244384766,0.85,1714729306,131.21688374767749,27.46626807492678,17972.26646241525
1364,1714758816.2406588,18649,119.7765121459961,0.85,1714729306,131.09803682435265,27.34791966837479,17934.6039693872
1365,1714758861.7363076,18676,119.66107177734376,0.85,1714729306,130.97927141567666,27.23032638117567,17897.060215406847
1366,1714758909.1033494,18692,119.95226287841795,0.85,1714729306,130.86480713142788,27.11174406657061,17860.64441187704
1367,1714758964.6483047,18721,122.79547119140624,0.85,1714729306,130.78107639192183,26.983122369337224,17831.77883502832
1368,1714759019.173332,18742,123.11367797851562,0.85,1714729306,130.70154625700584,26.854062711096315,17804.034878063732
1369,1714759072.0742526,18772,122.96109008789062,0.85,1714729306,130.6212882266772,26.725994382295227,17776.199713719154
1370,1714759130.3887148,18807,122.62137603759766,0.85,1714729306,130.5383705564387,26.599486671132944,17747.798878697886
1371,1714759162.2832372,18817,123.00326538085938,0.85,1714729306,130.46029901067442,26.47233605670282,17720.674194253585
1372,1714759216.6301324,18847,126.2157745361328,0.85,1714729306,130.41633718384432,26.33836330357443,17702.13038596125
1373,1714759248.100815,18859,126.17912292480467,0.85,1714729306,130.3724667461793,26.205140376098218,17683.68946761464
1374,1714759321.09869,18895,129.33395385742188,0.85,1714729306,130.3617181959134,26.069341609567225,17673.78814294705
1375,1714759360.2170277,18911,134.72315979003906,0.85,1714729306,130.4068430810887,25.937857777435013,17678.71718845814
1376,1714759434.536154,18963,132.82037353515625,0.85,1714729306,130.4318056025708,25.80448974786914,17678.3276038947
1377,1714759573.7955835,19062,126.21550750732422,0.85,1714729306,130.3882124626474,25.674260165934243,17660.25358427256
1378,1714759620.67874,19080,129.38037109375,0.85,1714729306,130.37779572473383,25.541394175799116,17650.73243448397
1379,1714759659.736792,19103,136.05715942382812,0.85,1714729306,130.43647617978866,25.415581768819408,17659.62611484812
1380,1714759729.9679897,19137,140.01390075683594,0.85,1714729306,130.5353994064158,25.302576369019995,17679.710869102586
1381,1714759779.1348312,19160,140.3360137939453,0.85,1714729306,130.63659464199154,25.191158854858756,17700.51434410674
1382,1714759840.7606325,19178,140.7095947265625,0.85,1714729306,130.7405685352537,25.081549728411236,17722.180397700133
1383,1714759908.6435888,19215,140.63568115234375,0.85,1714729306,130.8426733855745,24.97190408210138,17743.401172169797
1384,1714759965.3928993,19238,142.59884643554688,0.85,1714729306,130.96394333813294,24.87126506913259,17770.13428081275
1385,1714760019.0165477,19256,147.6332550048828,0.85,1714729306,131.13584019561367,24.80020132934624,17811.65856978563
1386,1714760061.9882598,19278,154.0533447265625,0.85,1714729306,131.37209575770237,24.78093619941456,17872.722342690373
1387,1714760112.7153437,19306,153.90499877929688,0.85,1714729306,131.60431473387027,24.758241598578152,17932.66618362515
1388,1714760156.406136,19327,151.81581115722656,0.85,1714729306,131.81254614988242,24.715198104098338,17985.38833983971
1389,1714760203.1689713,19345,151.93861389160156,0.85,1714729306,132.01983469628487,24.671821918546872,18037.935550014874
1390,1714760255.0454867,19363,151.92088317871094,0.85,1714729306,132.22474428401867,24.62695730711911,18089.870027180797
1391,1714760304.0312922,19389,153.83590698242188,0.85,1714729306,132.4471959893841,24.597271857214853,18147.28550826806
1392,1714760353.1401792,19417,153.3871612548828,0.85,1714729306,132.66267559550244,24.56191366814982,18202.67309919916
1393,1714760521.042348,19537,147.01148986816406,0.85,1714729306,132.81028708088866,24.478296938302478,18237.75937550777
1394,1714760611.920075,19576,143.70579528808594,0.85,1714729306,132.9223409470453,24.376992123568062,18262.58646783506
1395,1714760666.8015766,19608,142.76455688476562,0.85,1714729306,133.02353354425085,24.27173954180853,18284.377816983822
1396,1714760733.246072,19650,141.3414306640625,0.85,1714729306,133.1090298142033,24.161289961804975,18301.781750696882
1397,1714760772.4252665,19667,140.99386596679688,0.85,1714729306,133.1900522550107,24.050016106073688,18317.993294394884
