,Step,goal_power_alg,goal,mean,std,y_upper,y_lower,max_possible_return,mean_norm,y_upper_norm,y_lower_norm,agent
29,7387,0.9,0.9,94.86219824776997,18.290462987348775,131.44312422246753,58.28127227307242,182.8450012243582,0.5188120955593979,0.7188773187251726,0.31874687239362337,pretrained on virtual testbed with noise
30,7659,0.9,0.9,95.63743826592503,18.37653208114185,132.39050242820872,58.88437410364133,182.8450012243582,0.5230519709345186,0.7240586373250654,0.32204530454397173,pretrained on virtual testbed with noise
31,8160,0.9,0.9,96.13571187718168,18.217463429160926,132.57063873550354,59.700785018859825,182.8450012243582,0.5257770856924837,0.725043823171485,0.32651034821348246,pretrained on virtual testbed with noise
32,8340,0.9,0.9,96.44159800222386,17.95651707773786,132.35463215769957,60.528563846748135,182.8450012243582,0.5274500115203374,0.723862458757049,0.3310375642836259,pretrained on virtual testbed with noise
33,8379,0.9,0.9,96.7827344178157,17.730343190703994,132.24342079922368,61.322048036407715,182.8450012243582,0.5293157251756605,0.723254231254349,0.3353772190969721,pretrained on virtual testbed with noise
34,8738,0.9,0.9,97.52339363535212,17.879904501353423,133.28320263805898,61.763584632645276,182.8450012243582,0.5333664742394952,0.7289409157787973,0.3377920327001932,pretrained on virtual testbed with noise
35,8956,0.9,0.9,98.08974773386484,17.84936406098393,133.7884758558327,62.39101961189698,182.8450012243582,0.5364639288853446,0.7317043121767864,0.34122354559390267,pretrained on virtual testbed with noise
36,8986,0.9,0.9,98.63604310120543,17.8136738123484,134.26339072590224,63.00869547650863,182.8450012243582,0.5394516800608348,0.7343016753362354,0.34460168478543424,pretrained on virtual testbed with noise
37,9008,0.9,0.9,99.02916354298449,17.663243428952743,134.35565040088997,63.702676685079005,182.8450012243582,0.5416017002371954,0.7348062539376188,0.3483971465367721,pretrained on virtual testbed with noise
38,9446,0.9,0.9,99.44328066783838,17.541243711653767,134.52576809114592,64.36079324453084,182.8450012243582,0.5438665536489973,0.7357366468338796,0.35199646046411487,pretrained on virtual testbed with noise
39,9705,0.9,0.9,99.6887329167279,17.326014184350395,134.3407612854287,65.0367045480271,182.8450012243582,0.5452089597702799,0.7347248236805072,0.3556930958600527,pretrained on virtual testbed with noise
40,9827,0.9,0.9,99.82090043758856,17.079499945668562,133.97990032892568,65.66190054625145,182.8450012243582,0.5459317988961825,0.7327512342791747,0.35911236351319026,pretrained on virtual testbed with noise
41,9947,0.9,0.9,99.82188727536854,16.82473449825114,133.47135627187083,66.17241827886626,182.8450012243582,0.5459371960236585,0.7299699492910724,0.36190444275624484,pretrained on virtual testbed with noise
42,10269,0.9,0.9,99.38506161516925,16.778356124964553,132.94177386509836,65.82834936524014,182.8450012243582,0.5435481470626575,0.7270736031879451,0.36002269093736994,pretrained on virtual testbed with noise
43,10644,0.9,0.9,98.9279457565889,16.760699132589338,132.44934402176756,65.40654749141022,182.8450012243582,0.5410481287109419,0.7243804486579694,0.35771580876391446,pretrained on virtual testbed with noise
44,10754,0.9,0.9,98.47097506077783,16.751713930293302,131.97440292136443,64.96754720019123,182.8450012243582,0.5385489042708362,0.7217829420418581,0.35531486649981436,pretrained on virtual testbed with noise
45,10933,0.9,0.9,98.26912581348138,16.565244445755777,131.39961470499293,65.13863692196983,182.8450012243582,0.5374449678988007,0.7186393602511467,0.35625057554645473,pretrained on virtual testbed with noise
46,11338,0.9,0.9,97.91938316774474,16.47957681598402,130.87853679971278,64.9602295357767,182.8450012243582,0.5355321857970494,0.715789526228937,0.3552748453651619,pretrained on virtual testbed with noise
47,11367,0.9,0.9,97.74005985768568,16.296849402839726,130.33375866336513,65.14636105200623,182.8450012243582,0.5345514463245001,0.7128100729614169,0.3562928196875834,pretrained on virtual testbed with noise
48,11455,0.9,0.9,97.61692724685786,16.100754984052703,129.81843721496327,65.41541727875244,182.8450012243582,0.5338780201438372,0.7099917216531985,0.357764318634476,pretrained on virtual testbed with noise
49,11550,0.9,0.9,97.6606101826848,15.894753118544415,129.45011641977362,65.87110394559598,182.8450012243582,0.5341169270624537,0.7079773335500329,0.3602565205748746,pretrained on virtual testbed with noise
50,11617,0.9,0.9,97.9128682251062,15.772960939054288,129.45879010321477,66.36694634699762,182.8450012243582,0.5354965548386151,0.7080247709061709,0.3629683387710594,pretrained on virtual testbed with noise
51,11644,0.9,0.9,98.30772123725139,15.776473485693373,129.86066820863812,66.75477426586464,182.8450012243582,0.5376560506383428,0.7102226877359027,0.3650894135407827,pretrained on virtual testbed with noise
52,11737,0.9,0.9,98.65663886410917,15.74117635067549,130.13899156546015,67.1742861627582,182.8450012243582,0.5395643206184975,0.7117448696657249,0.36738377157126995,pretrained on virtual testbed with noise
53,11866,0.9,0.9,99.04997548307146,15.755380038748285,130.56073556056805,67.5392154055749,182.8450012243582,0.541715523092333,0.7140514352939009,0.36937961089076504,pretrained on virtual testbed with noise
54,11907,0.9,0.9,99.54334593002397,15.893081804111665,131.3295095382473,67.75718232180064,182.8450012243582,0.544413821889942,0.7182559471620483,0.37057169661783557,pretrained on virtual testbed with noise
55,12216,0.9,0.9,100.03051525259949,16.025153334851062,132.0808219223016,67.98020858289736,182.8450012243582,0.5470782060366967,0.7223649595989396,0.37179145247445344,pretrained on virtual testbed with noise
56,12573,0.9,0.9,100.69825919927345,16.4373449654805,133.57294913023446,67.82356926831245,182.8450012243582,0.550730173234064,0.7305255721283572,0.37093477433977096,pretrained on virtual testbed with noise
57,12620,0.9,0.9,101.30503796387106,16.738374538903724,134.7817870416785,67.8282888860636,182.8450012243582,0.5540487149526482,0.7371368434420354,0.370960586463261,pretrained on virtual testbed with noise
58,12640,0.9,0.9,101.84487351322203,16.935206841183227,135.71528719558847,67.97445983085558,182.8450012243582,0.5570011366526463,0.7422422614062077,0.37176001189908475,pretrained on virtual testbed with noise
59,12777,0.9,0.9,102.39461761056317,17.146631575762278,136.68788076208773,68.10135445903862,182.8450012243582,0.5600077493227219,0.7475614856671207,0.3724540129783231,pretrained on virtual testbed with noise
60,13144,0.9,0.9,102.85528897030851,17.239261879233418,137.33381272877534,68.37676521184167,182.8450012243582,0.5625272131126019,0.7510941606779897,0.373960265547214,pretrained on virtual testbed with noise
61,13167,0.9,0.9,103.37202971334067,17.407710828152375,138.18745136964543,68.55660805703592,182.8450012243582,0.5653533267037418,0.7557628069912824,0.3749438464162014,pretrained on virtual testbed with noise
62,13237,0.9,0.9,103.8923243520323,17.58206567357074,139.0564556991738,68.72819300489083,182.8450012243582,0.5681988769523549,0.7605154899944238,0.37588226391028623,pretrained on virtual testbed with noise
63,13441,0.9,0.9,104.43424621419705,17.787684259085385,140.00961473236782,68.85887769602627,182.8450012243582,0.5711627089331909,0.7657284245937375,0.3765969932726443,pretrained on virtual testbed with noise
64,13618,0.9,0.9,104.86054820108589,17.8439254735153,140.5483991481165,69.1726972540553,182.8450012243582,0.5734942027341385,0.7686750975251323,0.37831330794314466,pretrained on virtual testbed with noise
65,13666,0.9,0.9,105.2806703721481,17.896443319310443,141.07355701076898,69.48778373352721,182.8450012243582,0.5757918984231045,0.771547245295845,0.38003655155036414,pretrained on virtual testbed with noise
66,13735,0.9,0.9,105.6299837129234,17.878095485367435,141.38617468365828,69.87379274218853,182.8450012243582,0.5777023326074479,0.7732569867205269,0.38214767849436887,pretrained on virtual testbed with noise
67,13823,0.9,0.9,106.00343659645456,17.88782230889647,141.7790812142475,70.22779197866163,182.8450012243582,0.579744788682432,0.775405836992387,0.38408374037247694,pretrained on virtual testbed with noise
68,14579,0.9,0.9,106.1763293951126,17.748215671067342,141.6727607372473,70.67989805297792,182.8450012243582,0.5806903589605381,0.7748243582738644,0.3865563596472119,pretrained on virtual testbed with noise
69,15043,0.9,0.9,106.09291859105802,17.57984444792436,141.25260748690675,70.9332296952093,182.8450012243582,0.5802341758355084,0.7725264926088086,0.38794185906220846,pretrained on virtual testbed with noise
70,15173,0.9,0.9,106.12383088053987,17.406365668552947,140.93656221764576,71.31109954343398,182.8450012243582,0.5804032386443074,0.7707980052717487,0.3900084720168662,pretrained on virtual testbed with noise
71,15289,0.9,0.9,106.14718921212446,17.235718367472263,140.61862594706898,71.67575247717994,182.8450012243582,0.5805309880026611,0.7690591758345323,0.39200280017079,pretrained on virtual testbed with noise
72,15325,0.9,0.9,106.03009333941868,17.088328534983606,140.2067504093859,71.85343626945146,182.8450012243582,0.5798905774258246,0.7668065819165959,0.3929745729350533,pretrained on virtual testbed with noise
73,15403,0.9,0.9,105.94790387575685,16.93359057797651,139.81508503170988,72.08072271980383,182.8450012243582,0.5794410739495934,0.7646645196504503,0.3942176282487366,pretrained on virtual testbed with noise
74,15598,0.9,0.9,105.94586346674436,16.771443925532953,139.48875131781026,72.40297561567846,182.8450012243582,0.5794299147218386,0.7628797636455585,0.3959800657981187,pretrained on virtual testbed with noise
75,15734,0.9,0.9,105.9339398113276,16.612519716207554,139.15897924374272,72.70890037891249,182.8450012243582,0.5793647029012424,0.7610762028598694,0.39765320294261547,pretrained on virtual testbed with noise
76,15803,0.9,0.9,106.0072122641437,16.46501424947457,138.93724076309286,73.07718376519456,182.8450012243582,0.5797654382362281,0.7598634900202235,0.3996673864522328,pretrained on virtual testbed with noise
77,16096,0.9,0.9,106.22110474099755,16.387146754301856,138.99539824960127,73.44681123239383,182.8450012243582,0.5809352403933644,0.7601815598942642,0.40168892089246466,pretrained on virtual testbed with noise
78,16780,0.9,0.9,106.61799397966536,16.498029525406174,139.6140530304777,73.62193492885301,182.8450012243582,0.5831058725463365,0.763565052889609,0.4026466922030639,pretrained on virtual testbed with noise
79,17028,0.9,0.9,106.91832101111916,16.497755160272835,139.91383133166482,73.9228106905735,182.8450012243582,0.5847483950623624,0.7652045743377195,0.4042922157870054,pretrained on virtual testbed with noise
80,17083,0.9,0.9,107.18055806007288,16.46391112713542,140.10838031434372,74.25273580580205,182.8450012243582,0.5861825991543406,0.7662685847365609,0.40609661357212024,pretrained on virtual testbed with noise
81,17405,0.9,0.9,107.30412193995636,16.34155290806703,139.98722775609042,74.6210161238223,182.8450012243582,0.5868583839942655,0.7656059876874645,0.40811078030106657,pretrained on virtual testbed with noise
82,17439,0.9,0.9,107.45330254455,16.233983632710498,139.921269809971,74.985335279129,182.8450012243582,0.5876742696000775,0.7652452562172151,0.4101032829829401,pretrained on virtual testbed with noise
83,17678,0.9,0.9,107.46404728833434,16.090079140094158,139.64420556852266,75.28388900814602,182.8450012243582,0.5877330338195662,0.7637299605318363,0.41173610710729597,pretrained on virtual testbed with noise
84,17798,0.9,0.9,107.39387658001445,15.957161743105036,139.30820006622452,75.47955309380438,182.8450012243582,0.5873492622761823,0.7618923084218623,0.41280621613050233,pretrained on virtual testbed with noise
85,17877,0.9,0.9,107.31867886788362,15.8279397835761,138.97455843503582,75.66279930073142,182.8450012243582,0.5869379974801677,0.76006758459045,0.4138084103698854,pretrained on virtual testbed with noise
86,17981,0.9,0.9,107.35233659626505,15.692674908786763,138.73768641383856,75.96698677869152,182.8450012243582,0.5871220754049458,0.7587721047052405,0.415472046104651,pretrained on virtual testbed with noise
87,18304,0.9,0.9,107.31735011877572,15.559776801356408,138.43690372148853,76.19779651606291,182.8450012243582,0.586930730400953,0.7571270901282166,0.4167343706736895,pretrained on virtual testbed with noise
88,18385,0.9,0.9,107.2333310331341,15.440135123163794,138.1136012794617,76.35306078680652,182.8450012243582,0.5864712205150988,0.7553589124921755,0.4175835285380224,pretrained on virtual testbed with noise
89,18430,0.9,0.9,107.13307515254131,15.32842206661045,137.7899192857622,76.47623101932041,182.8450012243582,0.5859229097605173,0.7535886590450914,0.41825716047594313,pretrained on virtual testbed with noise
90,18735,0.9,0.9,107.11319271527236,15.199899930782758,137.5129925768379,76.71339285370685,182.8450012243582,0.5858141704614618,0.752074115540648,0.41955422538227566,pretrained on virtual testbed with noise
91,18855,0.9,0.9,107.09551608552933,15.073178177517859,137.24187244056503,76.9491597304936,182.8450012243582,0.5857174949733451,0.7505913288390297,0.42084366110766064,pretrained on virtual testbed with noise
92,18884,0.9,0.9,107.0818103781866,14.948117742460603,136.9780458631078,77.1855748932654,182.8450012243582,0.5856425369091326,0.749148431435816,0.42213664238244925,pretrained on virtual testbed with noise
93,19011,0.9,0.9,107.03608139379298,14.828823066836947,136.69372752746688,77.37843526011909,182.8450012243582,0.5853924399194014,0.7475934622885213,0.4231914175502814,pretrained on virtual testbed with noise
94,19411,0.9,0.9,107.1408814850238,14.729852021653633,136.60058552833107,77.68117744171653,182.8450012243582,0.5859656034761246,0.74708405815654,0.4248471487957091,pretrained on virtual testbed with noise
95,19566,0.9,0.9,107.27244548010556,14.646063870909964,136.56457322192549,77.98031773828563,182.8450012243582,0.5866851418512554,0.7468871027781352,0.42648318092437554,pretrained on virtual testbed with noise
96,19844,0.9,0.9,107.5126188187912,14.64977403501179,136.81216688881477,78.21307074876762,182.8450012243582,0.5879986770153419,0.7482412205567529,0.4277561334739308,pretrained on virtual testbed with noise
97,20053,0.9,0.9,107.87012514049886,14.80329202697863,137.4767091944561,78.2635410865416,182.8450012243582,0.5899539195394128,0.7518756776170579,0.42803216146176765,pretrained on virtual testbed with noise
98,20072,0.9,0.9,108.30256074094945,15.078693895706278,138.459948532362,78.14517294953689,182.8450012243582,0.5923189587669275,0.7572531248063273,0.4273847927275277,pretrained on virtual testbed with noise
99,20556,0.9,0.9,108.41425208107597,14.984874875857964,138.3840018327919,78.44450232936005,182.8450012243582,0.5929298113435832,0.756837763713262,0.4290218589739047,pretrained on virtual testbed with noise
100,20721,0.9,0.9,108.52444774056538,14.892110577334874,138.30866889523512,78.74022658589563,182.8450012243582,0.5935324838736034,0.7564257593540924,0.43063920839311426,pretrained on virtual testbed with noise
101,20930,0.9,0.9,108.6774649203002,14.825342116110468,138.32814915252112,79.02678068807926,182.8450012243582,0.5943693521429583,0.7565322990853159,0.4322064052006005,pretrained on virtual testbed with noise
102,21182,0.9,0.9,108.819646318234,14.753314935526939,138.32627618928788,79.31301644718013,182.8450012243582,0.5951469582956107,0.7565220556374738,0.43377186095374765,pretrained on virtual testbed with noise
103,21231,0.9,0.9,108.95952147686742,14.681523056760303,138.32256759038802,79.59647536334681,182.8450012243582,0.595911951364586,0.7565017728904748,0.43532212983869717,pretrained on virtual testbed with noise
104,21395,0.9,0.9,108.97429554572275,14.568353987015291,138.11100351975333,79.83758757169217,182.8450012243582,0.5959927524187926,0.7553447050504024,0.4366407997871827,pretrained on virtual testbed with noise
105,21458,0.9,0.9,108.9663577703022,14.456327819386074,137.87901340907433,80.05370213153004,182.8450012243582,0.5959493398268847,0.7540759248861892,0.43782275476758,pretrained on virtual testbed with noise
106,21531,0.9,0.9,108.90855043036498,14.353248621512408,137.6150476733898,80.20205318734017,182.8450012243582,0.5956331849440597,0.7526322664108852,0.4386341034772343,pretrained on virtual testbed with noise
107,21580,0.9,0.9,108.85969576922889,14.249422573565646,137.3585409163602,80.3608506220976,182.8450012243582,0.595365993274564,0.7512294019338035,0.4395025846153245,pretrained on virtual testbed with noise
108,21775,0.9,0.9,109.15601843467401,14.345572223211578,137.84716288109718,80.46487398825086,182.8450012243582,0.5969866154598077,0.7539017307449009,0.44007150017471464,pretrained on virtual testbed with noise
109,21891,0.9,0.9,109.46539352205664,14.459409952573203,138.38421342720306,80.54657361691024,182.8450012243582,0.5986786228174659,0.7568389209470378,0.44051832468789415,pretrained on virtual testbed with noise
110,21937,0.9,0.9,109.74981171901501,14.538236147044628,138.82628401310427,80.67333942492576,182.8450012243582,0.6002341381176046,0.7592566550001485,0.44121162123506075,pretrained on virtual testbed with noise
111,22744,0.9,0.9,110.00916014052063,14.58552477288452,139.1802096862897,80.8381105947516,182.8450012243582,0.6016525439792305,0.7611923145523127,0.44211277340614835,pretrained on virtual testbed with noise
112,23063,0.9,0.9,110.27821916287819,14.645063846091046,139.56834685506027,80.98809147069609,182.8450012243582,0.6031240582156377,0.7633150806447493,0.44293303578652626,pretrained on virtual testbed with noise
113,23214,0.9,0.9,110.70822432533575,14.96214754195358,140.63251940924292,80.78392924142858,182.8450012243582,0.6054758051027727,0.7691351607511606,0.44181644945438475,pretrained on virtual testbed with noise
114,23272,0.9,0.9,111.11043281956047,15.218818794284912,141.5480704081303,80.67279523099064,182.8450012243582,0.6076755288662417,0.7741424127556272,0.4412086449768559,pretrained on virtual testbed with noise
115,23328,0.9,0.9,111.52751679804514,15.496663843813405,142.52084448567194,80.53418911041834,182.8450012243582,0.6099566083362398,0.7794626242518553,0.44045059242062423,pretrained on virtual testbed with noise
116,23811,0.9,0.9,111.71881455098638,15.465300646037702,142.64941584306177,80.78821325891097,182.8450012243582,0.6110028373917801,0.7801657955528419,0.44183987923071827,pretrained on virtual testbed with noise
117,24323,0.9,0.9,111.83092669967431,15.381323797167074,142.59357429400845,81.06827910534017,182.8450012243582,0.6116159914180713,0.7798603918027837,0.44337159103335894,pretrained on virtual testbed with noise
118,24366,0.9,0.9,111.951170131614,15.30301747240809,142.5572050764302,81.34513518679782,182.8450012243582,0.612273616352494,0.7796614844367921,0.444885748268196,pretrained on virtual testbed with noise
119,24391,0.9,0.9,112.06981089036424,15.225195766437839,142.5202024232399,81.61941935748857,182.8450012243582,0.6129224760859064,0.7794591127397672,0.44638583943204574,pretrained on virtual testbed with noise
120,24574,0.9,0.9,112.02755733594496,15.120283876626324,142.2681250891976,81.78698958269231,182.8450012243582,0.6126913866159382,0.7780804732781776,0.44730229995369886,pretrained on virtual testbed with noise
121,24809,0.9,0.9,112.03716014417294,15.012667907860166,142.06249595989328,82.0118243284526,182.8450012243582,0.6127439054606629,0.77695586430376,0.44853194661756585,pretrained on virtual testbed with noise
122,25183,0.9,0.9,112.1263644759519,14.924885810883639,141.97613609771918,82.27659285418463,182.8450012243582,0.6132317740443356,0.7764835524461985,0.4499799956424727,pretrained on virtual testbed with noise
123,25205,0.9,0.9,112.26322479951766,14.86406533929788,141.9913554781134,82.5350941209219,182.8450012243582,0.6139802786392073,0.7765667889595969,0.4513937683188177,pretrained on virtual testbed with noise
124,25308,0.9,0.9,112.50097358778189,14.895035846153286,142.29104528008847,82.71090189547532,182.8450012243582,0.6152805536627093,0.7782058263955032,0.45235528092991556,pretrained on virtual testbed with noise
125,25341,0.9,0.9,112.77420489215355,14.969798981597805,142.71380285534917,82.83460692895794,182.8450012243582,0.6167748865815317,0.780517935408218,0.4530318377548453,pretrained on virtual testbed with noise
126,25794,0.9,0.9,112.96974704537786,14.957182635058636,142.88411231549514,83.05538177526059,182.8450012243582,0.6178443287424599,0.7814493771157055,0.4542392803692143,pretrained on virtual testbed with noise
127,25825,0.9,0.9,113.15848529383042,14.939193774227414,143.03687284228525,83.2800977453756,182.8450012243582,0.6188765595783523,0.7822848417210664,0.4554682774356382,pretrained on virtual testbed with noise
128,26396,0.9,0.9,113.33154090268695,14.908411797789094,143.14836449826515,83.51471730710877,182.8450012243582,0.6198230202838554,0.7828946022025306,0.4567514383651803,pretrained on virtual testbed with noise
129,26632,0.9,0.9,113.35832918112477,14.807211828964325,142.9727528390534,83.74390552319612,182.8450012243582,0.6199695284096365,0.7819341621684263,0.4580048946508467,pretrained on virtual testbed with noise
130,26706,0.9,0.9,113.34177557763844,14.706015761456436,142.7538071005513,83.92974405472557,182.8450012243582,0.6198789948791846,0.7807367231515759,0.45902126660679327,pretrained on virtual testbed with noise
131,26809,0.9,0.9,113.39991373177362,14.613668708767985,142.6272511493096,84.17257631423766,182.8450012243582,0.6201969590222888,0.7800445743348497,0.4603493437097277,pretrained on virtual testbed with noise
132,26888,0.9,0.9,113.45208460512485,14.520742653017939,142.49356991116073,84.41059929908897,182.8450012243582,0.6204822874316075,0.779313456517826,0.4616511183453889,pretrained on virtual testbed with noise
133,27507,0.9,0.9,113.5316851230064,14.438096022810466,142.40787716862732,84.65549307738547,182.8450012243582,0.6209176316704356,0.7788447932130619,0.46299047012780925,pretrained on virtual testbed with noise
134,27722,0.9,0.9,113.74198335036866,14.453673026663369,142.6493294036954,84.83463729704192,182.8450012243582,0.622067776470425,0.7801653228061668,0.46397023013468325,pretrained on virtual testbed with noise
135,27840,0.9,0.9,114.02681085730691,14.563982494909496,143.1547758471259,84.89884586748792,182.8450012243582,0.6236255303331558,0.782929666594873,0.4643213940714387,pretrained on virtual testbed with noise
136,28022,0.9,0.9,114.23666591060052,14.578713910727055,143.39409373205464,85.07923808914641,182.8450012243582,0.6247732513640202,0.7842385231855712,0.4653079795424691,pretrained on virtual testbed with noise
137,28186,0.9,0.9,114.34659978270163,14.512000983841459,143.37060175038454,85.32259781501871,182.8450012243582,0.6253744921491933,0.7841100428797778,0.4666389414186086,pretrained on virtual testbed with noise
138,28460,0.9,0.9,114.38084507446287,14.417996848012042,143.21683877048696,85.54485137843878,182.8450012243582,0.6255617835245764,0.783269095744948,0.4678544713042047,pretrained on virtual testbed with noise
139,28502,0.9,0.9,114.43172717792186,14.32868606731696,143.0890993125558,85.77435504328794,182.8450012243582,0.6258400635055343,0.7825704741962274,0.46910965281484146,pretrained on virtual testbed with noise
140,28718,0.9,0.9,114.49451624444647,14.243930518566776,142.98237728158003,86.00665520731292,182.8450012243582,0.6261834640147317,0.781986799333578,0.4703801286958853,pretrained on virtual testbed with noise
141,28764,0.9,0.9,114.55480942437138,14.15932000402732,142.873449432426,86.23616941631674,182.8450012243582,0.6265132142377138,0.7813910606017307,0.47163536787369686,pretrained on virtual testbed with noise
142,28789,0.9,0.9,114.65289142017542,14.09177652301807,142.83644446621156,86.46933837413928,182.8450012243582,0.6270496357704178,0.7811886762545149,0.47291059528632073,pretrained on virtual testbed with noise
143,28867,0.9,0.9,114.72638192551061,14.01372643967209,142.7538348048548,86.69892904616643,182.8450012243582,0.6274515636593023,0.7807368746695462,0.4741662526490584,pretrained on virtual testbed with noise
144,28889,0.9,0.9,114.80017225356617,13.936724912305596,142.67362207817737,86.92672242895497,182.8450012243582,0.6278551313125685,0.7802981821915441,0.4754120804335929,pretrained on virtual testbed with noise
145,29077,0.9,0.9,114.8343172248611,13.848813905644539,142.53194503615018,87.13668941357201,182.8450012243582,0.6280418740239704,0.7795233344184112,0.4765604136295297,pretrained on virtual testbed with noise
146,29132,0.9,0.9,114.95179727490093,13.79699149162005,142.54578025814104,87.35781429166083,182.8450012243582,0.6286843857101153,0.7795990008128885,0.4777697706073422,pretrained on virtual testbed with noise
