,Wall time,Step,Value,timestamp,goal_power_alg,goal,smoothed_value,std1,smoothed_value_squared_plus_std1_squared
125,1722540546.019716,25341,132.12278747558594,1722503801,0.9,0.9,112.77420489215355,14.969798981597812,12942.116170606876
126,1722541208.0731332,25794,126.8719711303711,1722503801,0.9,0.9,112.96974704537786,14.957182635058649,12985.881059875159
127,1722541266.991406,25825,126.62964630126952,1722503801,0.9,0.9,113.15848529383042,14.939193774227428,13028.02230461795
128,1722542111.818458,26396,125.73116302490234,1722503801,0.9,0.9,113.33154090268695,14.908411797789112,13066.298905709862
129,1722542439.8538373,26632,115.28506469726562,1722503801,0.9,0.9,113.35832918112477,14.807211828964354,13069.364316884066
130,1722542547.4664235,26706,112.1466827392578,1722503801,0.9,0.9,113.34177557763844,14.70601576145641,13062.624990667964
131,1722542710.8574333,26809,117.61280059814452,1722503801,0.9,0.9,113.39991373177362,14.613668708768012,13073.099747503324
132,1722542828.4583273,26888,117.24640655517578,1722503801,0.9,0.9,113.45208460512485,14.52074265301794,13082.227468443582
133,1722543784.4443717,27507,119.3418426513672,1722503801,0.9,0.9,113.5316851230064,14.43809602281045,13097.902143633368
134,1722544111.7121804,27722,129.1466522216797,1722503801,0.9,0.9,113.74198335036866,14.45367302666339,13146.147440437237
135,1722544274.6214952,27840,134.96420288085938,1722503801,0.9,0.9,114.02681085730691,14.563982494909492,13214.223180400077
136,1722544534.725674,28022,129.71640014648438,1722503801,0.9,0.9,114.23666591060052,14.578713910727034,13262.554737660987
137,1722544757.2127712,28186,122.4834976196289,1722503801,0.9,0.9,114.34659978270163,14.512000983841475,13285.743054420356
138,1722545166.1988175,28460,116.92411041259766,1722503801,0.9,0.9,114.38084507446287,14.417996848012036,13290.856353057561
139,1722545227.6597722,28502,118.22312927246094,1722503801,0.9,0.9,114.43172717792186,14.328686067316942,13299.931429338063
140,1722545566.046688,28718,119.1885223388672,1722503801,0.9,0.9,114.49451624444647,14.243930518566767,13311.883806667574
141,1722545650.1931455,28764,119.07684326171876,1722503801,0.9,0.9,114.55480942437138,14.159320004027318,13323.290705230494
142,1722545715.130092,28789,122.03265380859376,1722503801,0.9,0.9,114.65289142017542,14.091776523018092,13343.863676581219
143,1722545830.7352152,28867,120.27332305908205,1722503801,0.9,0.9,114.72638192551061,14.013726439672084,13358.527238444092
144,1722545872.0141685,28889,120.38710021972656,1722503801,0.9,0.9,114.80017225356617,13.936724912305614,13373.311850729744
145,1722546171.6697297,29077,117.42750549316406,1722503801,0.9,0.9,114.8343172248611,13.848813905644548,13378.710059093204
146,1722546266.3876972,29132,123.90106964111328,1722503801,0.9,0.9,114.95179727490093,13.796991491620046,13404.272670949757
147,1722546554.4113123,29310,130.49856567382812,1722503801,0.9,0.9,115.15264646233038,13.820181511756322,13451.129404296342
148,1722546635.4791913,29356,131.9452667236328,1722503801,0.9,0.9,115.36895942464879,13.861609377610467,13502.141013263717
149,1722547197.867226,29722,137.2440185546875,1722503801,0.9,0.9,115.6499318650383,13.992307872283284,13570.691419980762
150,1722547360.4756153,29841,132.5970458984375,1722503801,0.9,0.9,115.86699030505434,14.03317713711974,13622.089502913339
151,1722547585.7901597,29973,137.0308074951172,1722503801,0.9,0.9,116.13729721154395,14.145667356266744,13687.971708556644
152,1722547655.9099026,30017,138.66737365722656,1722503801,0.9,0.9,116.4242586584088,14.282056612705144,13758.585145248591
153,1722547726.9836245,30055,136.96185302734375,1722503801,0.9,0.9,116.68512827466797,14.37741172414237,13822.129128361226
154,1722547949.6596608,30187,134.8193359375,1722503801,0.9,0.9,116.91484922689392,14.430152642696262,13877.311275038852
155,1722548129.7708752,30280,137.62200927734375,1722503801,0.9,0.9,117.17646593993034,14.525210688314827,13941.30591571159
156,1722548191.5792975,30303,140.4898223876953,1722503801,0.9,0.9,117.47023582230905,14.66733429582912,14014.386999494505
157,1722548515.4721446,30516,132.5363311767578,1722503801,0.9,0.9,117.65959008046062,14.671687513996751,14059.037552410395
158,1722548636.3742943,30579,134.2725067138672,1722503801,0.9,0.9,117.86785029355315,14.696785574867505,14108.825639057091
159,1722548705.947433,30614,135.9313201904297,1722503801,0.9,0.9,118.09372188288484,14.742706743513319,14163.474550277386
160,1722548796.0347228,30679,134.1190643310547,1722503801,0.9,0.9,118.29360747443371,14.758619086980612,14211.194406669989
161,1722548956.3617413,30799,129.594482421875,1722503801,0.9,0.9,118.4342166025519,14.720089971261498,14243.344711022213
162,1722549049.880243,30874,129.28399658203125,1722503801,0.9,0.9,118.5688841601248,14.677835028539281,14274.019132102107
163,1722549137.330151,30908,128.03028869628906,1722503801,0.9,0.9,118.68603661769176,14.624216120250413,14300.242985147861
164,1722549264.1325452,30992,124.80052185058594,1722503801,0.9,0.9,118.76156711968761,14.549195093043705,14315.988902579513
165,1722549663.5573635,31257,114.849853515625,1722503801,0.9,0.9,118.71336024800763,14.465541637211237,14302.113796231131
166,1722549803.8414726,31367,109.84691619873048,1722503801,0.9,0.9,118.604345973761,14.40954089343875,14274.62575262328
167,1722550385.3347404,31761,103.8709487915039,1722503801,0.9,0.9,118.42361143415636,14.412893052635527,14231.883231254758
168,1722550509.775143,31849,108.53702545166016,1722503801,0.9,0.9,118.30260702981259,14.36570859605855,14201.880413517134
169,1722551027.2884035,32209,104.99677276611328,1722503801,0.9,0.9,118.14011744349034,14.352664374600788,14163.086324211625
170,1722551108.5290337,32254,108.21172332763672,1722503801,0.9,0.9,118.01914042568475,14.306587177913313,14133.195943496732
171,1722551569.5868042,32565,113.02623748779295,1722503801,0.9,0.9,117.95843477598208,14.229758305528664,14116.678356233382
172,1722552020.442167,32906,113.15323638916016,1722503801,0.9,0.9,117.90013713988681,14.152838899962571,14100.745186532411
173,1722552094.8863418,32948,119.53758239746094,1722503801,0.9,0.9,117.91996068824037,14.06787233511037,14103.022160753117
174,1722552820.0322964,33402,125.4089584350586,1722503801,0.9,0.9,118.01043483037546,14.006544530550874,14122.646018540598
175,1722553150.8004842,33596,134.64126586914062,1722503801,0.9,0.9,118.210933697464,14.04033480187406,14170.955846974946
176,1722553190.815858,33622,134.64649963378906,1722503801,0.9,0.9,118.4086719560864,14.070824755840308,14218.601703713648
177,1722553308.7079442,33688,140.36117553710938,1722503801,0.9,0.9,118.67224979295521,14.19025556986356,14284.466224059603
178,1722553350.6066942,33708,140.49838256835938,1722503801,0.9,0.9,118.93378549719112,14.30473378553331,14349.870741366847
179,1722553436.7247784,33766,138.53660583496094,1722503801,0.9,0.9,119.16821514525805,14.378663061500948,14407.809452342683
180,1722553484.3934538,33795,138.3988800048828,1722503801,0.9,0.9,119.39774455259669,14.44525578733446,14464.486819008653
181,1722553620.4491324,33888,136.54701232910156,1722503801,0.9,0.9,119.60203582453046,14.479668421468235,14514.307770967933
182,1722553787.950593,33984,139.71322631835938,1722503801,0.9,0.9,119.84115378609874,14.558437687855621,14573.850248694545
183,1722554029.9928477,34134,144.72210693359375,1722503801,0.9,0.9,120.13642525181729,14.722023990421407,14649.498662660026
184,1722554091.3804038,34165,144.1883087158203,1722503801,0.9,0.9,120.4213258265628,14.865531069998077,14722.279727820282
185,1722554454.5766668,34407,137.96636962890625,1722503801,0.9,0.9,120.62876847466127,14.899254863155306,14773.28757919069
186,1722554661.894108,34541,134.75672912597656,1722503801,0.9,0.9,120.79550543575466,14.889829167336446,14813.261146111898
187,1722554868.6972473,34666,135.09556579589844,1722503801,0.9,0.9,120.9639699442507,14.882454540713026,14853.769477829977
188,1722554977.8663054,34730,142.52371215820312,1722503801,0.9,0.9,121.21750700915514,14.977217431883044,14918.001047516478
189,1722555077.166942,34801,139.52606201171875,1722503801,0.9,0.9,121.43243272797935,15.019801439997762,14971.430153532188
190,1722555347.1397562,34996,131.99948120117188,1722503801,0.9,0.9,121.5562648737827,14.974917702439166,15000.173690260042
191,1722555503.7911675,35116,126.10967254638672,1722503801,0.9,0.9,121.60953337158897,14.89501937266236,15010.740208967598
192,1722555702.8846188,35256,117.84952545166016,1722503801,0.9,0.9,121.56562112997919,14.8131838799455,14997.63065737872
193,1722555771.3602166,35299,116.24519348144533,1722503801,0.9,0.9,121.50358925290502,14.737575334820374,14980.318328088162
194,1722555879.6964695,35372,113.15958404541016,1722503801,0.9,0.9,121.40646605629648,14.678901195481394,14955.000140585375
195,1722556058.617231,35482,113.3355712890625,1722503801,0.9,0.9,121.31267563647368,14.619004140581437,14930.480552142613
196,1722556209.4132683,35597,110.41690826416016,1722503801,0.9,0.9,121.18626277158151,14.580885208454776,14898.712498004938
197,1722556302.287806,35671,107.49308013916016,1722503801,0.9,0.9,121.02764835352242,14.570404103600392,14859.988341726093
198,1722556404.956313,35729,115.01870727539062,1722503801,0.9,0.9,120.95815407292385,14.500105000621195,14841.128081758223
199,1722556572.265961,35839,111.63175964355467,1722503801,0.9,0.9,120.85046151469389,14.450633177641588,14813.654847549265
200,1722556665.1222308,35907,111.86734008789062,1722503801,0.9,0.9,120.74689298300692,14.399140497056463,14787.147412103697
201,1722557262.6663003,36329,93.8349609375,1722503801,0.9,0.9,120.43709271092835,14.602755466029643,14718.33376786141
202,1722557577.7068405,36558,96.88134002685548,1722503801,0.9,0.9,120.1663368257265,14.735389057650751,14657.080196794286
203,1722557777.2112966,36656,110.64583587646484,1722503801,0.9,0.9,120.05706901123925,14.685741589797715,14629.370825611777
204,1722557984.1201627,36803,110.70165252685548,1722503801,0.9,0.9,119.94985425666694,14.635359584687167,14602.161286368735
205,1722558123.312237,36897,112.60572052001952,1722503801,0.9,0.9,119.86581188089265,14.572343107723071,14580.166041514749
206,1722558286.827731,37008,112.4004135131836,1722503801,0.9,0.9,119.78050495493093,14.510575186702527,14557.92615950718
207,1722558696.7988749,37307,107.69121551513672,1722503801,0.9,0.9,119.64255778517412,14.484823428003319,14524.151743119162
208,1722559048.3844624,37566,99.63053131103516,1722503801,0.9,0.9,119.41452837529121,14.558727449036345,14471.786132028556
209,1722559259.2731318,37693,107.37174224853516,1722503801,0.9,0.9,119.27749652718546,14.532149701632804,14438.304552743406
210,1722559339.559109,37738,105.84529876708984,1722503801,0.9,0.9,119.12486535215507,14.519651974795527,14401.55383863826
211,1722559493.6843772,37858,105.82627868652344,1722503801,0.9,0.9,118.97395811011366,14.505914097185071,14365.224252181992
212,1722559592.928185,37925,106.23868560791016,1722503801,0.9,0.9,118.82963762879575,14.486632872203575,14330.34531096492
213,1722559975.2549503,38169,106.01685333251952,1722503801,0.9,0.9,118.68463195456305,14.468342492764581,14295.374796678025
214,1722560352.600671,38404,108.33502197265624,1722503801,0.9,0.9,118.56765676390314,14.428043962191198,14266.45768305767
215,1722560444.0896094,38463,113.59756469726562,1722503801,0.9,0.9,118.51155597551745,14.355942541707778,14251.08198599902
216,1722560487.600778,38484,116.79778289794922,1722503801,0.9,0.9,118.49223633790247,14.275843870945778,14244.209790584953
217,1722560740.4906526,38659,126.73141479492188,1722503801,0.9,0.9,118.58499980983578,14.221910025737085,14264.664904678913
218,1722560936.9359505,38794,126.85763549804688,1722503801,0.9,0.9,118.67802287109936,14.168669035510723,14285.224294831023
219,1722560968.9516835,38809,128.7063751220703,1722503801,0.9,0.9,118.7906482049303,14.1286092966739,14310.835701605572
220,1722561175.7870238,38948,134.64918518066406,1722503801,0.9,0.9,118.96853162712021,14.148590844056319,14353.694140385618
221,1722561323.9687223,39068,130.14866638183594,1722503801,0.9,0.9,119.09378551892507,14.11844717247332,14382.660299789646
222,1722561364.097267,39088,130.78826904296875,1722503801,0.9,0.9,119.22464433432633,14.093263438988247,14413.135891007334
223,1722561449.0072846,39137,133.7814178466797,1722503801,0.9,0.9,119.38733800245699,14.098014428740688,14452.090486145891
224,1722561640.5807118,39278,129.86106872558594,1722503801,0.9,0.9,119.50426001613954,14.062401103131794,14479.01928679045
225,1722562107.0853672,39595,127.57584381103516,1722503801,0.9,0.9,119.59426129807288,14.009510293272156,14499.053714089032
226,1722562417.7518923,39829,117.39716339111328,1722503801,0.9,0.9,119.56979095678732,13.933105451529837,14491.066336973268
227,1722562580.1192927,39949,111.3634796142578,1722503801,0.9,0.9,119.47849640843458,13.88217273508051,14467.825823866926
228,1722562902.9338956,40180,110.84608459472656,1722503801,0.9,0.9,119.38256943695198,13.834548237260275,14443.592610297743
229,1722562949.5230083,40207,110.56905364990234,1722503801,0.9,0.9,119.28473879095817,13.788610787821455,14418.974695885148
230,1722562993.279291,40233,111.01286315917967,1722503801,0.9,0.9,119.19302128455386,13.739368990365545,14395.74658319353
231,1722563081.8665843,40279,108.9403839111328,1722503801,0.9,0.9,119.0794648784795,13.705313968415828,14367.754586717885
232,1722563136.4422717,40300,111.99717712402344,1722503801,0.9,0.9,119.00110700576344,13.649445953559947,14347.570843436315
233,1722563464.4863403,40493,114.68775939941406,1722503801,0.9,0.9,118.95343518734794,13.581262155899127,14334.370424617844
234,1722563836.1753547,40759,116.2978744506836,1722503801,0.9,0.9,118.92411634689368,13.508870105295253,14325.435020411245
235,1722563899.129021,40792,116.29125213623048,1722503801,0.9,0.9,118.89507830389799,13.436921446963709,14316.590502861907
236,1722563986.4602878,40839,119.13957214355467,1722503801,0.9,0.9,118.89777207143194,13.362642152066375,14315.240408834363
237,1722564105.859498,40895,123.46459197998048,1722503801,0.9,0.9,118.94803691190157,13.297416274120371,14325.456764762339
238,1722564389.4962487,41100,123.4397964477539,1722503801,0.9,0.9,118.9974258866387,13.232377905154259,14335.483192670883
239,1722564434.207301,41129,123.74764251708984,1722503801,0.9,0.9,119.04960477459628,13.168795963042092,14346.225584103811
240,1722564475.9182582,41146,128.74758911132812,1722503801,0.9,0.9,119.15602777941439,13.135418126029869,14370.698165514206
241,1722564588.5819652,41227,128.68431091308594,1722503801,0.9,0.9,119.26048681575877,13.100998067203074,14394.69986588863
