,Step,goal_power_alg,goal,mean,std,y_upper,y_lower,agent,max_possible_return,mean_norm,y_upper_norm,y_lower_norm
26,9302,0.9,0.9,79.13796809847872,13.64309910502824,106.4241663085352,51.85176988842224,pretrained on virtual testbed,182.8450012243582,0.432814501728561,0.5820458070819691,0.28358319637515284
27,9955,0.9,0.9,78.70364543745978,13.524269281891382,105.75218400124254,51.65510687367702,pretrained on virtual testbed,182.8450012243582,0.4304391419532833,0.5783706598108216,0.282507624095745
28,10062,0.9,0.9,78.71354016040924,13.245803911052107,105.20514798251345,52.221932338305024,pretrained on virtual testbed,182.8450012243582,0.43049325731264887,0.5753788579290854,0.28560765669621235
29,10089,0.9,0.9,78.77381301003103,12.984831739191726,104.74347648841449,52.80414953164758,pretrained on virtual testbed,182.8450012243582,0.430822896346903,0.5728539242912635,0.2887918684025425
30,10681,0.9,0.9,79.46211640244977,13.219209675080455,105.90053575261068,53.02369705228885,pretrained on virtual testbed,182.8450012243582,0.43458730547928154,0.5791820123245613,0.2899925986340017
31,10760,0.9,0.9,80.44377629939824,13.949538084990417,108.34285246937907,52.54470012941741,pretrained on virtual testbed,182.8450012243582,0.4399561145272463,0.5925393187885842,0.2873729102659084
32,10788,0.9,0.9,81.55340279698076,14.902864745727307,111.35913228843538,51.74767330552615,pretrained on virtual testbed,182.8450012243582,0.4460247873930742,0.6090356944010366,0.2830138803851119
33,11402,0.9,0.9,82.8051304580989,16.10439625867492,115.01392297544874,50.59633794074906,pretrained on virtual testbed,182.8450012243582,0.4528706276005525,0.6290241581957278,0.2767170970053773
34,11675,0.9,0.9,83.6579267552839,16.48789253581333,116.63371182691056,50.682141683657235,pretrained on virtual testbed,182.8450012243582,0.457534667040923,0.6378829666980957,0.27718636738375035
35,11806,0.9,0.9,84.42776749345376,16.750696022299007,117.92915953805178,50.926375448855744,pretrained on virtual testbed,182.8450012243582,0.461745013142894,0.6449679168059286,0.2785221094798595
36,11826,0.9,0.9,85.10177667582116,16.893220090305892,118.88821685643293,51.31533649520937,pretrained on virtual testbed,182.8450012243582,0.46543124562315946,0.6502131097943021,0.28064938145201673
37,12013,0.9,0.9,86.02542815479498,17.41086599537324,120.84716014554147,51.2036961640485,pretrained on virtual testbed,182.8450012243582,0.4704828000697613,0.660926792290357,0.2800388078491656
38,12204,0.9,0.9,86.92666225898576,17.88282110082632,122.6923044606384,51.16102005733312,pretrained on virtual testbed,182.8450012243582,0.4754117513572232,0.6710180953215668,0.27980540739287957
39,12232,0.9,0.9,87.78221053665153,18.276821393813545,124.33585332427862,51.22856774902444,pretrained on virtual testbed,182.8450012243582,0.4800908416902205,0.6800068500189048,0.2801748333615362
40,12336,0.9,0.9,88.77850137698647,18.90252030238221,126.5835419817509,50.97346077222205,pretrained on virtual testbed,182.8450012243582,0.4855396690230085,0.6922997136051194,0.2787796244408976
41,12565,0.9,0.9,90.08524488419792,20.1303299370603,130.3459047583185,49.82458501007732,pretrained on virtual testbed,182.8450012243582,0.49268639711763124,0.7128765013290072,0.27249629290625527
42,12593,0.9,0.9,91.41941981481696,21.345025695203667,134.10947120522428,48.72936842440963,pretrained on virtual testbed,182.8450012243582,0.4999831507706444,0.7334598720621656,0.2665064294791233
43,12772,0.9,0.9,92.81595810764688,22.626966544007985,138.06989119566285,47.56202501963091,pretrained on virtual testbed,182.8450012243582,0.507620976707796,0.7551198570982288,0.26012209631736327
44,12893,0.9,0.9,94.09675038691441,23.60162731294657,141.30000501280756,46.89349576102127,pretrained on virtual testbed,182.8450012243582,0.5146257746004983,0.7727857150408325,0.25646583416016416
45,13013,0.9,0.9,95.14913750668833,24.1354207579802,143.41997902264873,46.878295990727935,pretrained on virtual testbed,182.8450012243582,0.5203813988326457,0.7843800927686648,0.25638270489662646
46,13315,0.9,0.9,95.93009675798713,24.28226869660431,144.49463415119575,47.36555936477851,pretrained on virtual testbed,182.8450012243582,0.5246525533409416,0.7902575032603434,0.2590476034215398
47,13382,0.9,0.9,96.64323087834045,24.35841782094441,145.36006652022928,47.926395236451626,pretrained on virtual testbed,182.8450012243582,0.5285527645339086,0.7949906508073831,0.2621148782604344
48,13907,0.9,0.9,96.8826089744874,24.084150237249254,145.05090944898592,48.71430849998889,pretrained on virtual testbed,182.8450012243582,0.529861950426572,0.7932998358046583,0.26642406504848587
49,14210,0.9,0.9,97.11678238438859,23.81776200432937,144.75230639304732,49.481258375729844,pretrained on virtual testbed,182.8450012243582,0.5311426713012645,0.7916667419057871,0.2706186006967417
50,14235,0.9,0.9,97.34089306523515,23.55691187064155,144.45471680651826,50.22706932395205,pretrained on virtual testbed,182.8450012243582,0.5323683579721927,0.7900391907857873,0.27469752515859813
51,14326,0.9,0.9,97.47590187261702,23.277225240659494,144.030352353936,50.92145139129803,pretrained on virtual testbed,182.8450012243582,0.5331067364155618,0.787718293579188,0.2784951792519356
52,14650,0.9,0.9,97.58929005516264,23.000996551319925,143.59128315780248,51.587296952522784,pretrained on virtual testbed,182.8450012243582,0.5337268692153997,0.785316974466314,0.28213676396448534
53,15215,0.9,0.9,97.9602685012776,22.84666827491841,143.65360505111443,52.266931951440775,pretrained on virtual testbed,182.8450012243582,0.5357557923121802,0.7856578199523521,0.28585376467200835
54,15685,0.9,0.9,98.06856160394305,22.583252333600328,143.2350662711437,52.9020569367424,pretrained on virtual testbed,182.8450012243582,0.5363480595436622,0.7833687840084207,0.28932733507890346
55,16079,0.9,0.9,98.08862861500803,22.316147261512466,142.72092313803296,53.4563340919831,pretrained on virtual testbed,182.8450012243582,0.5364578082976921,0.780556877039852,0.29235873955553215
56,16243,0.9,0.9,98.16113921394212,22.06054543552886,142.28223008499984,54.040048342884404,pretrained on virtual testbed,182.8450012243582,0.5368543769675959,0.7781576150961534,0.2955511388390382
57,17057,0.9,0.9,98.13031795245986,21.80710301519613,141.74452398285212,54.5161119220676,pretrained on virtual testbed,182.8450012243582,0.5366858120012261,0.7752168395838498,0.2981547844186023
58,17556,0.9,0.9,98.04472503262845,21.56641574192145,141.17755651647136,54.91189354878555,pretrained on virtual testbed,182.8450012243582,0.5362176946381138,0.7721160303597295,0.30031935891649797
59,17971,0.9,0.9,97.92268187411186,21.339719196590593,140.60212026729306,55.24324348093067,pretrained on virtual testbed,182.8450012243582,0.5355502267954089,0.768968904404275,0.30213154918654284
60,18091,0.9,0.9,97.74897359883764,21.13536255370578,140.0196987062492,55.47824849142608,pretrained on virtual testbed,182.8450012243582,0.5346001965834204,0.7657835749878629,0.30341681817897787
61,18226,0.9,0.9,97.4833469667118,20.981241990502067,139.44583094771593,55.52086298570767,pretrained on virtual testbed,182.8450012243582,0.5331474544775539,0.7626450272852155,0.30364988166989226
62,18378,0.9,0.9,97.29741991306085,20.792623396285737,138.88266670563232,55.712173120489375,pretrained on virtual testbed,182.8450012243582,0.5321305983841088,0.7595650183250986,0.3046961784431191
63,18504,0.9,0.9,97.20003562276801,20.580683000126996,138.361401623022,56.03866962251402,pretrained on virtual testbed,182.8450012243582,0.5315979926817886,0.7567141606088917,0.30648182475468555
64,18635,0.9,0.9,97.17240745817583,20.363511074811978,137.8994296077998,56.44538530855187,pretrained on virtual testbed,182.8450012243582,0.531446891123599,0.7541875833870438,0.3087061988601542
65,19014,0.9,0.9,97.1622790840438,20.150245336724876,137.46276975749356,56.86178841059405,pretrained on virtual testbed,182.8450012243582,0.5313914978994791,0.7517994412591088,0.3109835545398495
66,19218,0.9,0.9,97.22832930849543,19.94670208673599,137.1217334819674,57.334925135023454,pretrained on virtual testbed,182.8450012243582,0.5317527340503684,0.7499342752811354,0.3135711928196012
67,19604,0.9,0.9,97.2673913455882,19.744024778286768,136.75544090216172,57.77934178901466,pretrained on virtual testbed,182.8450012243582,0.5319663687509684,0.7479309797173906,0.316001757784546
68,19636,0.9,0.9,97.36378181550269,19.555445031813345,136.47467187912937,58.252891751876,pretrained on virtual testbed,182.8450012243582,0.5324935391371919,0.7463954221623452,0.31859165611203855
69,20042,0.9,0.9,97.01866369410115,19.512978518757787,136.04462073161673,57.992706656585575,pretrained on virtual testbed,182.8450012243582,0.5306060490822788,0.744043423777741,0.31716867438681673
70,20127,0.9,0.9,96.62632432130016,19.520037837183523,135.6663999956672,57.586248646933115,pretrained on virtual testbed,182.8450012243582,0.5284603006605346,0.7419748917784142,0.314945709542655
71,20499,0.9,0.9,95.9106043575224,19.99529797426937,135.90120030606113,55.92000840898366,pretrained on virtual testbed,182.8450012243582,0.5245459471972997,0.743259041242833,0.3058328531517662
72,20619,0.9,0.9,95.15743739865687,20.527805653893353,136.21304870644357,54.10182609087016,pretrained on virtual testbed,182.8450012243582,0.5204267918809268,0.7449645754291344,0.2958890083327191
73,20859,0.9,0.9,94.31065878686012,21.230090315579915,136.77083941801993,51.85047815570029,pretrained on virtual testbed,182.8450012243582,0.5157956638428257,0.74801519594291,0.2835761317427412
74,21074,0.9,0.9,93.48181989142314,21.870380886830823,137.2225816650848,49.7410581177615,pretrained on virtual testbed,182.8450012243582,0.5112626501433155,0.7504858254052411,0.27203947488138985
75,21487,0.9,0.9,92.54413840348845,22.71577016486777,137.975678733224,47.112598073752906,pretrained on virtual testbed,182.8450012243582,0.5061343639902578,0.7546045984813238,0.25766412949919176
76,21607,0.9,0.9,91.51636851527316,23.727041282719536,138.97045108071222,44.062285949834084,pretrained on virtual testbed,182.8450012243582,0.5005133741828626,0.7600451210049207,0.24098162736080422
77,22066,0.9,0.9,90.64542978349677,24.36258092627697,139.3705916360507,41.92026793094283,pretrained on virtual testbed,182.8450012243582,0.49575011171495553,0.7622335349766404,0.22926668845327067
78,22093,0.9,0.9,89.8746252634105,24.799314627071855,139.4732545175542,40.275996009266784,pretrained on virtual testbed,182.8450012243582,0.491534494580635,0.7627950098915468,0.22027397926972314
79,22134,0.9,0.9,89.23057962338547,25.031664775702065,139.2939091747896,39.167250071981336,pretrained on virtual testbed,182.8450012243582,0.4880121361037152,0.7618141499196379,0.21421012228779246
80,22397,0.9,0.9,88.58463409038313,25.265891245860335,139.1164165821038,38.052851598662464,pretrained on virtual testbed,182.8450012243582,0.48447938689713593,0.7608434228475425,0.20811535094672934
81,23179,0.9,0.9,88.06602122309062,25.33627649484619,138.738574212783,37.39346823339824,pretrained on virtual testbed,182.8450012243582,0.48164303444659146,0.7587769601781191,0.20450910871506375
82,23857,0.9,0.9,87.66031203893935,25.293440691065037,138.24719342106943,37.07343065680928,pretrained on virtual testbed,182.8450012243582,0.47942416501382284,0.7560895430301348,0.20275878699751096
83,25060,0.9,0.9,87.4066451906612,25.141609264128856,137.6898637189189,37.12342666240348,pretrained on virtual testbed,182.8450012243582,0.4780368323190291,0.7530414438290707,0.20303222080898747
84,25344,0.9,0.9,87.19139187435141,24.973212754897823,137.13781738414707,37.244966364555765,pretrained on virtual testbed,182.8450012243582,0.4768595875769338,0.7500222399619961,0.20369693519187151
85,25847,0.9,0.9,87.04027753673381,24.781419158724145,136.6031158541821,37.47743921928552,pretrained on virtual testbed,182.8450012243582,0.47603312616641824,0.7470978967949173,0.20496835553791917
86,26173,0.9,0.9,86.86468087460827,24.60273038466056,136.0701416439294,37.65922010528715,pretrained on virtual testbed,182.8450012243582,0.47507276815307514,0.7441830005347854,0.20596253577136495
87,26359,0.9,0.9,86.621200922025,24.461654920573018,135.54451076317105,37.69789108087896,pretrained on virtual testbed,182.8450012243582,0.4737411487434501,0.7413082657745313,0.2061740317123689
88,27001,0.9,0.9,86.32070053122405,24.361678627677563,135.04405778657917,37.59734327586892,pretrained on virtual testbed,182.8450012243582,0.47209767810553954,0.73857123182096,0.20562412439011915
89,27502,0.9,0.9,85.86803699889182,24.40468386502935,134.67740472895053,37.05866926883312,pretrained on virtual testbed,182.8450012243582,0.4696220100298409,0.7365659647632145,0.20267805529646737
90,27582,0.9,0.9,85.39289213703522,24.47541336249748,134.3437188620302,36.44206541204026,pretrained on virtual testbed,182.8450012243582,0.4670233890192857,0.7347409990015806,0.19930577903699084
91,28913,0.9,0.9,85.00615863926416,24.45462520947944,133.91540905822302,36.09690822030528,pretrained on virtual testbed,182.8450012243582,0.46490829976236625,0.7323985242227289,0.19741807530200356
92,29757,0.9,0.9,84.93587406577988,24.257265495245942,133.45040505627176,36.421343075288,pretrained on virtual testbed,182.8450012243582,0.464523905477515,0.7298553647224006,0.19919244623262924
93,29789,0.9,0.9,84.86783145758426,24.062570245052164,132.9929719476886,36.74269096747993,pretrained on virtual testbed,182.8450012243582,0.4641517727544982,0.7273536112945239,0.20094993421447252
94,29962,0.9,0.9,84.6544154950818,23.92324845588339,132.50091240684858,36.80791858331503,pretrained on virtual testbed,182.8450012243582,0.46298457670826565,0.7246624819907688,0.20130667142576256
95,30590,0.9,0.9,84.35234026706645,23.846111091124502,132.04456244931546,36.66011808481745,pretrained on virtual testbed,182.8450012243582,0.46133249310744195,0.7221666524385397,0.20049833377634427
96,31164,0.9,0.9,84.19250889640163,23.686132952074914,131.56477480055145,36.820242992251806,pretrained on virtual testbed,182.8450012243582,0.4604583572568879,0.719542639501072,0.20137407501270368
97,31335,0.9,0.9,84.02600803787136,23.531943399339188,131.08989483654975,36.96212123919299,pretrained on virtual testbed,182.8450012243582,0.45954774522256725,0.7169454672468576,0.20215002319827693
98,31445,0.9,0.9,83.78848909381517,23.4190509410174,130.62659097584998,36.950387211780374,pretrained on virtual testbed,182.8450012243582,0.4582487272430451,0.7144116060113991,0.20208584847469116
99,31743,0.9,0.9,83.50094061523178,23.344502385605054,130.18994538644188,36.811935844021676,pretrained on virtual testbed,182.8450012243582,0.45667609207851817,0.7120235418779294,0.20132864227910688
100,32311,0.9,0.9,83.13472830483008,23.342627172218762,129.81998264926762,36.44947396039255,pretrained on virtual testbed,182.8450012243582,0.4546732355172259,0.7100001738082697,0.19934629722618216
101,33251,0.9,0.9,82.56527804212415,23.60133425370117,129.7679465495265,35.362609534721805,pretrained on virtual testbed,182.8450012243582,0.45155884759908316,0.7097155824910738,0.19340211270709257
102,33534,0.9,0.9,81.90208410741687,24.01158868912546,129.9252614856678,33.87890672916595,pretrained on virtual testbed,182.8450012243582,0.4479317649319803,0.7105759556764926,0.185287574187468
103,33576,0.9,0.9,81.28010330452697,24.342833422766986,129.96577015006096,32.594436458993,pretrained on virtual testbed,182.8450012243582,0.4445300815459155,0.7107975021454795,0.17826266094635154
104,34083,0.9,0.9,80.98414219224466,24.271713839610687,129.52756987146603,32.44071451302329,pretrained on virtual testbed,182.8450012243582,0.44291143673582767,0.7084009352409392,0.1774219382307161
105,34128,0.9,0.9,80.7605505055241,24.152420022698706,129.0653905509215,32.45571046012668,pretrained on virtual testbed,182.8450012243582,0.44168858850249687,0.7058732242428277,0.1775039527621661
106,34983,0.9,0.9,81.08524918539644,24.111201203491106,129.30765159237865,32.86284677841422,pretrained on virtual testbed,182.8450012243582,0.4434644023212948,0.7071981772895882,0.17973062735300147
107,35094,0.9,0.9,81.35239407698357,24.025583800773603,129.40356167853076,33.301226475436366,pretrained on virtual testbed,182.8450012243582,0.44492544795994116,0.7077227204026615,0.1821281755172208
108,35277,0.9,0.9,81.51505156057016,23.88021583762113,129.27548323581243,33.7546198853279,pretrained on virtual testbed,182.8450012243582,0.4458150401418297,0.707022244907785,0.18460783537587452
109,35395,0.9,0.9,81.6707139799453,23.734156446485336,129.13902687291596,34.20240108697463,pretrained on virtual testbed,182.8450012243582,0.4466663755260776,0.7062759496195203,0.18705680143263476
110,36747,0.9,0.9,81.35098955814803,23.700790903034335,128.7525713642167,33.94940775207936,pretrained on virtual testbed,182.8450012243582,0.44491776648751297,0.7041623807162881,0.1856731522587378
111,37244,0.9,0.9,80.81060049312866,23.93743560845917,128.685471710047,32.93572927621032,pretrained on virtual testbed,182.8450012243582,0.44196231754769594,0.7037954051155313,0.1801292299798606
112,37382,0.9,0.9,80.3243896913248,24.093267235987575,128.51092416329993,32.137855219349646,pretrained on virtual testbed,182.8450012243582,0.4393031756594949,0.7028407848328969,0.17576556648609276
113,37633,0.9,0.9,79.81459642034422,24.281062006910595,128.3767204341654,31.252472406523026,pretrained on virtual testbed,182.8450012243582,0.4365150585790884,0.7021068094535545,0.17092330770462233
114,38506,0.9,0.9,79.18363601205678,24.65901867141374,128.50167335488425,29.8655986692293,pretrained on virtual testbed,182.8450012243582,0.43306426471509196,0.7027901911149733,0.1633383383152105
115,38992,0.9,0.9,78.72730835111692,24.76801835920608,128.26334506952907,29.191271632704755,pretrained on virtual testbed,182.8450012243582,0.43056855710545416,0.7014867467563127,0.15965036745459552
116,39216,0.9,0.9,78.25059861126152,24.903364038525474,128.05732668831246,28.443870534210575,pretrained on virtual testbed,182.8450012243582,0.42796137760006286,0.7003600089191442,0.15556274628098143
117,39548,0.9,0.9,77.78188549641382,25.027796470434048,127.83747843728192,27.726292555545726,pretrained on virtual testbed,182.8450012243582,0.42539793254163016,0.6991576339591595,0.1516382311241008
118,40040,0.9,0.9,77.34652085550222,25.11031869472514,127.56715824495251,27.12588346605194,pretrained on virtual testbed,182.8450012243582,0.42301687406042293,0.6976792222414789,0.14835452587936698
119,40521,0.9,0.9,77.02583856819976,25.073062436506902,127.17196344121356,26.879713695185956,pretrained on virtual testbed,182.8450012243582,0.42126302634703117,0.6955178571448526,0.1470081955492098
120,40641,0.9,0.9,76.70894376129137,25.03429821251964,126.77754018633064,26.640347336252084,pretrained on virtual testbed,182.8450012243582,0.41952989279245534,0.6933607117362178,0.14569907384869274
121,41589,0.9,0.9,76.22228927938849,25.188476745274556,126.5992427699376,25.845335788839378,pretrained on virtual testbed,182.8450012243582,0.41686832436759186,0.6923855829922044,0.14135106574297923
122,41804,0.9,0.9,75.72696778086546,25.353508337756683,126.43398445637882,25.0199511053521,pretrained on virtual testbed,182.8450012243582,0.4141593550481887,0.6914817665769227,0.13683694351945452
123,42103,0.9,0.9,75.365358690392,25.357635625825544,126.08062994204309,24.65008743874091,pretrained on virtual testbed,182.8450012243582,0.4121816740175229,0.6895492307571321,0.13481411727791376
124,42201,0.9,0.9,74.94860397345786,25.42332250774256,125.79524898894299,24.10195895797274,pretrained on virtual testbed,182.8450012243582,0.4099023953161995,0.6879884500347216,0.13181634059767738
125,42501,0.9,0.9,74.64351772967098,25.376368412031027,125.39625455373303,23.89078090560892,pretrained on virtual testbed,182.8450012243582,0.40823384412943486,0.6858063043236645,0.13066138393520513
126,42832,0.9,0.9,74.39639561092432,25.28584265109227,124.96808091310885,23.824710308739775,pretrained on virtual testbed,182.8450012243582,0.40688230530096325,0.6834645742366671,0.1303000363652594
127,42907,0.9,0.9,74.15507265540582,25.193238125026525,124.54154890545887,23.768596405352767,pretrained on virtual testbed,182.8450012243582,0.40556248275234247,0.6811318224261507,0.12999314307853424
128,43464,0.9,0.9,73.87260983718338,25.133585831394686,124.13978149997274,23.605438174394003,pretrained on virtual testbed,182.8450012243582,0.40401766163975517,0.6789345110269009,0.1291008122526094
129,43638,0.9,0.9,73.65799915921224,25.026868362455662,123.71173588412356,23.604262434300914,pretrained on virtual testbed,182.8450012243582,0.4028439315594463,0.6765934811218834,0.1290943819970092
130,43758,0.9,0.9,73.44798680019362,24.9192167096007,123.28642021939501,23.609553380992217,pretrained on virtual testbed,182.8450012243582,0.4016953502057733,0.6742673816284296,0.12912331878311697
131,43970,0.9,0.9,73.24387056147336,24.809858775503752,122.86358811248087,23.624153010465854,pretrained on virtual testbed,182.8450012243582,0.4005790154011384,0.671954864993669,0.12920316580860783
132,44116,0.9,0.9,73.0193902293252,24.71532098374616,122.45003219681752,23.588748261832876,pretrained on virtual testbed,182.8450012243582,0.3993513070654168,0.6696930808984293,0.12900953323240447
133,44199,0.9,0.9,72.78106851523951,24.63216451047477,122.04539753618906,23.516739494289972,pretrained on virtual testbed,182.8450012243582,0.3980478986457726,0.6674800881563856,0.12861570913515968
134,44493,0.9,0.9,72.55692779680642,24.54088467431974,121.6386971454459,23.475158448166937,pretrained on virtual testbed,182.8450012243582,0.39682204769588497,0.6652557977026142,0.1283882976891557
135,44584,0.9,0.9,72.31742795702775,24.462144045303322,121.24171604763438,23.3931398664211,pretrained on virtual testbed,182.8450012243582,0.39551219597352477,0.6630846631615916,0.12793972878545787
136,45147,0.9,0.9,72.05874601408308,24.399655963647312,120.85805794137771,23.25943408678846,pretrained on virtual testbed,182.8450012243582,0.3940974351585586,0.6609863935688347,0.1272084767482825
137,45359,0.9,0.9,71.80826205711716,24.332352797336874,120.47296765179091,23.143556462443414,pretrained on virtual testbed,182.8450012243582,0.39272751005648504,0.6588802912033985,0.12657472890957153
138,45937,0.9,0.9,71.57543470998722,24.253465691744097,120.08236609347541,23.068503326499027,pretrained on virtual testbed,182.8450012243582,0.39145415095139113,0.6567440470857034,0.12616425481707885
139,45979,0.9,0.9,71.44549122043192,24.118124897556424,119.68174101554476,23.20924142531907,pretrained on virtual testbed,182.8450012243582,0.3907434753043394,0.654552983205105,0.12693396740357366
140,46422,0.9,0.9,71.24019734379951,24.024109015775213,119.28841537534993,23.19197931224908,pretrained on virtual testbed,182.8450012243582,0.38962069986471715,0.6524018407753911,0.1268395589540432
141,46654,0.9,0.9,71.22398884082439,23.865440997315904,118.9548708354562,23.493106846192582,pretrained on virtual testbed,182.8450012243582,0.389532053728008,0.6505776479472565,0.1284864595087595
142,46868,0.9,0.9,71.14760651186751,23.717245444552802,118.58209740097311,23.713115622761904,pretrained on virtual testbed,182.8450012243582,0.3891143101285362,0.6485389078559938,0.12968971240107874
143,47743,0.9,0.9,71.26642942548119,23.5839792065567,118.4343878385946,24.09847101236779,pretrained on virtual testbed,182.8450012243582,0.3897641660875071,0.6477310675464998,0.13179726462851446
144,48439,0.9,0.9,71.27791869200057,23.42949956922886,118.13691783045829,24.41891955354285,pretrained on virtual testbed,182.8450012243582,0.38982700218607386,0.6461041704142598,0.13354983395788791
145,48536,0.9,0.9,71.22989486035743,23.280083628566935,117.7900621174913,24.669727603223564,pretrained on virtual testbed,182.8450012243582,0.38956435441708065,0.6442071772744726,0.1349215315596887
146,48588,0.9,0.9,71.20467971674896,23.129369753118162,117.46341922298528,24.94594021051263,pretrained on virtual testbed,182.8450012243582,0.38942644994367626,0.6424207303258617,0.1364321695614908
147,48708,0.9,0.9,71.118644462342,22.991436129806264,117.10151672195454,25.135772202729477,pretrained on virtual testbed,182.8450012243582,0.3889559134027216,0.6404414445996598,0.1374703822057835
148,48747,0.9,0.9,71.07608362021466,22.84550231422501,116.76708824866468,25.385078991764644,pretrained on virtual testbed,182.8450012243582,0.3887231433415094,0.6386124174397677,0.13883386924325114
149,48867,0.9,0.9,71.03450658954357,22.700833680240834,116.43617395002524,25.6328392290619,pretrained on virtual testbed,182.8450012243582,0.3884957538564664,0.6368026096986559,0.14018889801427697
150,49023,0.9,0.9,70.95431655044223,22.56564462280746,116.08560579605715,25.823027304827306,pretrained on virtual testbed,182.8450012243582,0.3880571854593849,0.6348853127989833,0.14122905811978642
