,Step,goal_power_alg,goal,mean,std,y_upper,y_lower,max_possible_return,mean_norm,y_upper_norm,y_lower_norm
38,924,0.85_TQC,0.85,24.915050464458666,16.841419611600312,58.59788968765929,-8.767788758741958,191.65140287092927,0.1300019206289771,0.30575246937859873,-0.04574862812064447
39,1015,0.9_TQC,0.9,8.535321712140536,4.366123239479795,17.267568191100125,-0.1969247668190537,182.8450012243582,0.04668064018697099,0.09443828420505804,-0.0010770038311160557
40,1024,0.85_TQC,0.85,24.305976206385967,16.520000704412823,57.34597761521161,-8.734025202439678,191.65140287092927,0.1268238888016657,0.29922023400909925,-0.04557245640576786
41,1042,0.85_TQC,0.85,23.760928353837496,16.204728406128638,56.170385166094775,-8.64852845841978,191.65140287092927,0.12397993439077341,0.29308621969192483,-0.045126350910378
42,1161,0.85_TQC,0.85,23.236998966702167,15.917578037388353,55.07215504147887,-8.598157108074538,191.65140287092927,0.12124617205307649,0.28735586704036864,-0.044863522934215645
43,1216,0.9_SAC,0.9,-3.514785389518505,4.790886015826284,6.066986642134063,-13.096557421171072,182.8450012243582,-0.019222758981557942,0.03318103640519888,-0.07162655436831476
44,1281,0.85_TQC,0.85,22.735417071190426,15.653077929347404,54.041572929885234,-8.570738787504382,191.65140287092927,0.11862901460993719,0.28197848865359154,-0.044720459433717184
45,1294,0.9_SAC,0.9,-3.826805129964928,4.727582862311483,5.628360594658037,-13.281970854587893,182.8450012243582,-0.020929230246055693,0.030782140922473517,-0.07264060141458491
46,1334,0.9_CrossQ,0.9,5.046471211778458,6.526403266695645,18.09927774516975,-8.006335321612832,182.8450012243582,0.02759972204865603,0.09898699786143568,-0.04378755376412361
47,1366,0.85_TQC,0.85,22.39895219527078,15.329448315538757,53.05784882634829,-8.259944435806734,191.65140287092927,0.11687340588034055,0.27684560630156696,-0.043098794540885915
48,1384,0.9_TQC,0.9,8.03936285423843,4.381663814142742,16.802690482523914,-0.7239647740470545,182.8450012243582,0.04396818507700851,0.09189581541748759,-0.003959445263470564
49,1475,0.85_TQC,0.85,22.060933662920196,15.034708191307047,52.130350045534286,-8.008482719693898,191.65140287092927,0.115109690471598,0.272006096822794,-0.04178671587959802
50,1517,0.85_TQC,0.85,21.657232262477862,14.801973833529743,51.26117992953735,-7.946715404581624,191.65140287092927,0.11300325454472814,0.26747093505002945,-0.041464425960573155
51,1603,0.85_TQC,0.85,21.29482687696992,14.56853337358851,50.43189362414694,-7.842239870207099,191.65140287092927,0.11111229324687628,0.2631438792968873,-0.04091929280313477
52,1641,0.9_CrossQ,0.9,4.143593402953385,4.857883775712084,13.859360954377554,-5.572174148470783,182.8450012243582,0.02266178115456943,0.0757984132001047,-0.030474850890965837
53,1684,0.85_TQC,0.85,20.97566338174607,14.332526381710522,49.64071614516712,-7.6893893816749745,191.65140287092927,0.1094469597797438,0.2590156680386966,-0.040121748479208984
54,1820,0.85_TQC,0.85,20.772582968527495,14.06357844477698,48.89973985808145,-7.354573921026464,191.65140287092927,0.10838732541142486,0.2551493969027389,-0.03837474607988923
55,1887,0.9_SAC,0.9,-3.7965353890215336,4.545326392898502,5.294117396775471,-12.887188174818538,182.8450012243582,-0.020763681607915717,0.02895412705474718,-0.07048149027057861
56,1920,0.85_TQC,0.85,20.55602694723568,13.816671012535915,48.189368972307506,-7.07731507783615,191.65140287092927,0.10725737792318414,0.25144281883895947,-0.0369280629925912
57,1971,0.85_TQC,0.85,20.587784292122304,13.5416362480519,47.6710567882261,-6.495488203981495,191.65140287092927,0.10742308161442199,0.24873836598175567,-0.03389220275291168
58,2007,0.9_SAC,0.9,-3.6730164100827527,4.405582793550028,5.138149177017304,-12.484181997182809,182.8450012243582,-0.02008814233633772,0.028101119213604246,-0.06827740388627969
59,2066,0.85_TQC,0.85,20.63306617001139,13.281028816954185,47.195123803919756,-5.928991463896981,191.65140287092927,0.10765935370641173,0.24625503960283596,-0.03093633219001249
60,2153,0.85_TQC,0.85,20.570510717918395,13.034714919791721,46.63994055750184,-5.498919121665047,191.65140287092927,0.10733295144086129,0.24335820066452765,-0.02869229778280508
61,2196,0.9_SAC,0.9,-3.4464569091088313,4.347947393471318,5.249437877833805,-12.142351696051467,182.8450012243582,-0.01884906279105705,0.028709769710316184,-0.06640789529243028
62,2225,0.9_TQC,0.9,7.024460098789057,5.2837145504014735,17.591889199592003,-3.5429690020138898,182.8450012243582,0.03841756707458335,0.09621203249634395,-0.019376898347177256
63,2243,0.9_CrossQ,0.9,5.102994487139049,4.388884440696212,13.880763368531472,-3.674774394253375,182.8450012243582,0.027908854237023786,0.07591546542472448,-0.02009775695067692
64,2262,0.85_TQC,0.85,20.476786933311367,12.805179614906685,46.087146163124736,-5.1335722965020025,191.65140287092927,0.10684391883685708,0.24047382629472777,-0.026785988621013588
65,2317,0.85_TQC,0.85,20.442584178729945,12.577648222080201,45.597880622890344,-4.712712265430458,191.65140287092927,0.10666545547019728,0.23792093321434735,-0.02459002227395283
66,2399,0.85_TQC,0.85,20.478734597455556,12.360028015682488,45.19879062882053,-4.24132143390942,191.65140287092927,0.10685408137214258,0.23583855871517093,-0.022130395970885775
67,2476,0.85_TQC,0.85,20.5352366187498,12.1538134381704,44.8428634950906,-3.7723902575910024,191.65140287092927,0.10714889800509096,0.23398139968373072,-0.01968360367354879
68,2500,0.9_TQC,0.9,6.708802501596777,5.135817490897317,16.980437483391412,-3.562832480197857,182.8450012243582,0.036691199959931114,0.09286793387671413,-0.019485533956851885
69,2513,0.9_SAC,0.9,-3.108486591014512,4.425128489827788,5.741770388641064,-11.958743570670087,182.8450012243582,-0.017000664881181373,0.03140239191770783,-0.06540372168007057
70,2564,0.85_TQC,0.85,20.655578070407273,11.970672849512896,44.59692376943306,-3.285767628618519,191.65140287092927,0.10777681645418534,0.23269813370198797,-0.017144500793617318
71,2608,0.9_SAC,0.9,-2.755153139853556,4.534072603379711,6.312992066905865,-11.823298346612978,182.8450012243582,-0.015068244258276832,0.034526467907971786,-0.06466295642452545
72,2624,0.85_TQC,0.85,20.758127574802195,11.7904577386301,44.339043052062394,-2.8227879024580034,191.65140287092927,0.1083118999592301,0.23135256193205764,-0.014728762013597445
73,2719,0.85_TQC,0.85,20.80937337198853,11.606913924937137,44.023201221862806,-2.404454477885743,191.65140287092927,0.1085792906300975,0.22970456027139513,-0.01254597901120015
74,2842,0.9_SAC,0.9,-2.4344378344128215,4.608557064936015,6.782676295459209,-11.651551964284852,182.8450012243582,-0.013314215964950924,0.037095224097138925,-0.06372365602704078
75,2854,0.9_TQC,0.9,6.709084269867901,4.904594351972738,16.518272973813378,-3.1001044340775756,182.8450012243582,0.03669274098248704,0.09034030388145416,-0.01695482191648008
76,2894,0.85_TQC,0.85,20.9169591841841,11.443213110705813,43.803385405595726,-1.969467037227524,191.65140287092927,0.10914065261641191,0.22855760380264903,-0.010276298569825202
77,2962,0.9_SAC,0.9,-2.1211355569243655,4.683029843609422,7.2449241302944785,-11.487195244143209,182.8450012243582,-0.011600730360255496,0.03962330980765869,-0.06282477052816968
78,3013,0.9_TQC,0.9,6.650660103472151,4.704849579892314,16.060359263256778,-2.759039056312477,182.8450012243582,0.03637321260596849,0.08783592198700618,-0.015089496775069199
79,3014,0.85_TQC,0.85,21.02679726849648,11.287017174923694,43.60083161834387,-1.5472370813509073,191.65140287092927,0.10971376652357362,0.22750071726689916,-0.008073184219751938
80,3057,0.9_SAC,0.9,-1.9136730811102363,4.6505585483257,7.387444015541163,-11.214790177761635,182.8450012243582,-0.010466094606338633,0.04040276718572399,-0.06133495639840126
81,3094,0.85_TQC,0.85,21.185724488224075,11.157502258624065,43.50072900547221,-1.1292800290240557,191.65140287092927,0.11054301805707074,0.22697840116917106,-0.005892365055029561
82,3115,0.9_TQC,0.9,6.753652272509754,4.5383741635340975,15.830400599577949,-2.323096054558441,182.8450012243582,0.03693648843165666,0.08657825203628841,-0.012705275172975105
83,3173,0.85_TQC,0.85,21.361658191506088,11.043334519525912,43.44832723055791,-0.725010847545736,191.65140287092927,0.11146100613671188,0.2267049788298126,-0.0037829665563888734
84,3177,0.9_SAC,0.9,-1.708323079116447,4.626377608765305,7.544432138414162,-10.961078296647056,182.8450012243582,-0.0093430122107646,0.04126135299240059,-0.05994737741392979
85,3209,0.9_TQC,0.9,6.947960294297605,4.43655832402285,15.821076942343305,-1.9251563537480951,182.8450012243582,0.037999180988121065,0.08652725989993133,-0.010528897923689204
86,3293,0.85_TQC,0.85,21.529328275526908,10.930664409630126,43.39065709478716,-0.33200054373334353,191.65140287092927,0.1123358762472831,0.22640406720116366,-0.00173231470659745
87,3370,0.9_TQC,0.9,7.295218874505652,4.499158128524667,16.293535131554986,-1.7030973825436817,182.8450012243582,0.03989837745443269,0.08911118719380334,-0.009314432284937953
88,3393,0.85_TQC,0.85,21.729892690812104,10.844005944557827,43.41790457992776,0.041880801696450476,191.65140287092927,0.11338238262438627,0.22654623931538995,0.00021852593338257887
89,3399,0.9_SAC,0.9,-1.4152289105244866,4.711498920167352,8.007768929810217,-10.83822675085919,182.8450012243582,-0.0077400470401044405,0.04379539432956311,-0.05927548840977199
90,3492,0.85_TQC,0.85,21.8815599807089,10.733476302589507,43.34851258588792,0.41460737552988647,191.65140287092927,0.11417375324638447,0.2261841652945357,0.0021633411982332866
91,3583,0.9_CrossQ,0.9,6.626386061258258,5.0686160366453725,16.763618134549002,-3.510846012032487,182.8450012243582,0.03624045512257354,0.09168212432550653,-0.019201214080359446
92,3585,0.9_TQC,0.9,7.625412906431398,4.555085895731349,16.735584697894097,-1.4847588850312992,182.8450012243582,0.04170424597539152,0.09152880628855069,-0.008120314337767647
93,3592,0.85_TQC,0.85,22.0260087361493,10.624353333570697,43.2747154032907,0.7773020690079058,191.65140287092927,0.1149274589499513,0.22579910585071353,0.0040558120491890805
94,3633,0.9_TQC,0.9,8.104240416936332,4.843614738768526,17.791469894473384,-1.5829890606007204,182.8450012243582,0.044323007808083854,0.0973035618985423,-0.008657546282374593
95,3637,0.9_SAC,0.9,-1.1138897808815174,4.813511340183265,8.513132899485012,-10.740912461248048,182.8450012243582,-0.006091989244566383,0.04655928705996755,-0.05874326554910032
96,3650,0.85_TQC,0.85,22.11754684847285,10.497509293013794,43.11256543450044,1.122528262445261,191.65140287092927,0.11540508713817381,0.22495303863512697,0.005857135641220669
97,3745,0.85_TQC,0.85,22.21840928640416,10.37843614534771,42.97528157709958,1.461536995708741,191.65140287092927,0.11593136785629223,0.22423671798552905,0.00762601772705539
98,3757,0.9_SAC,0.9,-0.8207908286682151,4.9084268952957455,8.996062961923275,-10.637644619259707,182.8450012243582,-0.004488997911739854,0.04920048621337338,-0.058178482036853094
99,3846,0.85_TQC,0.85,22.319203665433736,10.263598079669801,42.84639982477334,1.7920075060941336,191.65140287092927,0.11645729345620791,0.223564237897225,0.009350349015190825
100,3893,0.85_TQC,0.85,22.4199977115241,10.1528288459678,42.7256554034597,2.1143400195885,191.65140287092927,0.11698321731891109,0.222934216830304,0.011032217807518145
101,3955,0.85_TQC,0.85,22.600244367151227,10.090859086819673,42.78196254079057,2.4185261935118803,191.65140287092927,0.11792370955078124,0.22322801659637614,0.012619402505186334
102,3982,0.9_TQC,0.9,8.474071338623562,4.958740627611597,18.391552593846754,-1.4434099165996326,182.8450012243582,0.04634565496393053,0.10058548207877761,-0.007894172150916558
103,3999,0.9_CrossQ,0.9,8.277917992908064,6.027496784309961,20.332911561527986,-3.7770755757118586,182.8450012243582,0.045272870122113555,0.11120299393133905,-0.020657253687111927
104,4036,0.85_TQC,0.85,22.768971127029964,10.024647873727579,42.81826687448512,2.719675379574806,191.65140287092927,0.11880409319186719,0.2234174455968985,0.014190740786835852
105,4090,0.9_SAC,0.9,-0.5008953892114069,5.046267107064352,9.591638824917299,-10.59342960334011,182.8450012243582,-0.0027394535582451495,0.05245775799551648,-0.05793666511200678
106,4102,0.9_TQC,0.9,8.811581762952239,5.039381340472834,18.890344443897906,-1.2671809179934286,182.8450012243582,0.04819153766276646,0.10331343114334687,-0.006930355817813943
107,4134,0.85_TQC,0.85,22.884737161211184,9.93068954359758,42.746116248406345,3.0233580740160235,191.65140287092927,0.11940813799637709,0.2230409775669339,0.015775298425820303
108,4201,0.9_SAC,0.9,-0.18012772851737474,5.186948976579402,10.19377022464143,-10.55402568167618,182.8450012243582,-0.0009851389281151346,0.05575088274977374,-0.057721160606004004
109,4217,0.9_TQC,0.9,9.158214001312357,5.141230045567877,19.440674092448113,-1.1242460898233961,182.8450012243582,0.050087308594643276,0.106323246259238,-0.006148629069951443
110,4218,0.85_TQC,0.85,23.072872154268676,9.887340446758168,42.84755304778501,3.29819126075234,191.65140287092927,0.12038979004921489,0.22357025519213855,0.01720932490629124
111,4233,0.9_CrossQ,0.9,9.48375481175643,6.320683650645519,22.125122113047468,-3.157612489534607,182.8450012243582,0.05186772812082229,0.12100479622026444,-0.017269339978619864
112,4247,0.85_TQC,0.85,23.320036422581268,9.903207721764318,43.1264518661099,3.5136209790526323,191.65140287092927,0.12167944545799397,0.2250254953529044,0.018333395563083547
113,4301,0.9_SAC,0.9,0.14284262568459746,5.332130336579263,10.807103298843124,-10.52141804747393,182.8450012243582,0.0007812224820372517,0.059105270729181,-0.0575428257651065
114,4310,0.85_TQC,0.85,23.62631218069482,9.993256895067752,43.61282597083033,3.639798390559317,191.65140287092927,0.12327753320233373,0.2275633014812946,0.01899176492337287
115,4337,0.9_TQC,0.9,9.504759547564225,5.250327842009617,20.00541523158346,-0.9958961364550092,182.8450012243582,0.05198260539757114,0.10941187944775152,-0.005446668652609236
116,4377,0.85_TQC,0.85,23.96817931786915,10.134696067829443,44.237571453528034,3.698787182210264,191.65140287092927,0.1250613298876341,0.23082310273158052,0.019299557043687656
117,4414,0.9_SAC,0.9,0.3360569218625762,5.317325972279692,10.97070886642196,-10.298595022696807,182.8450012243582,0.0018379333293898517,0.06000004808969569,-0.056324181430915984
118,4444,0.9_TQC,0.9,9.888782746326216,5.419886864707575,20.728556475741364,-0.9509909830889338,182.8450012243582,0.05408287172254865,0.11336682073307865,-0.005201077287981362
119,4451,0.85_TQC,0.85,24.335814081950915,10.315151677546545,44.966117437044005,3.705510726857824,191.65140287092927,0.1269795770727557,0.23462451494460054,0.019334639200910834
120,4473,0.9_CrossQ,0.9,10.213702469548618,6.177863733308797,22.569429936166213,-2.142024997068976,182.8450012243582,0.05585989445243839,0.12343476597685385,-0.011714977071977072
121,4514,0.85_TQC,0.85,24.768301996897016,10.60431827388216,45.97693854466134,3.5596654491326944,191.65140287092927,0.12923621547178357,0.23989878422974678,0.018573646713820346
122,4521,0.9_SAC,0.9,0.5351593466356307,5.3144744250520555,11.164108196739742,-10.09378950346848,182.8450012243582,0.0029268470182510953,0.061057770909694865,-0.05520407687319268
123,4567,0.9_CrossQ,0.9,11.010847230308666,6.2204290676051315,23.45170536551893,-1.4300109049015965,182.8450012243582,0.06021956934331451,0.1282600301265154,-0.007820891439886374
124,4634,0.85_TQC,0.85,25.14821792800079,10.795850902064403,46.73991973212959,3.556516123871983,191.65140287092927,0.1312185434141448,0.2438798726853429,0.01855721414294669
125,4711,0.85_TQC,0.85,25.56134408419919,11.0400390886403,47.64142226147979,3.4812659069185905,191.65140287092927,0.1333741558960249,0.2485837387455216,0.018164573046528156
126,4767,0.85_TQC,0.85,26.061383048812864,11.442233605066376,48.94585025894561,3.176915838680113,191.65140287092927,0.135983262623777,0.2553899920675717,0.016576533179982294
127,4794,0.9_CrossQ,0.9,11.674450985418524,6.197519954113312,24.069490893645145,-0.7205889228080995,182.8450012243582,0.06384889336456893,0.13163876908021624,-0.003940982351078375
128,4841,0.9_SAC,0.9,0.735908130931581,5.318962929054123,11.373833989039827,-9.902017727176666,182.8450012243582,0.004024764833623163,0.06220478499756016,-0.054155255330313845
129,4862,0.85_TQC,0.85,26.554043677346943,11.814846123949351,50.18373592524564,2.9243514294482402,191.65140287092927,0.13855387061909583,0.26184904035919154,0.015258700879000045
130,4906,0.85_TQC,0.85,27.09348376390915,12.269320900289783,51.63212556448872,2.554841963329583,191.65140287092927,0.1413685647902911,0.26940645771980704,0.013330671860775172
131,4944,0.85_TQC,0.85,27.74116012036181,12.947408827234062,53.63597777482993,1.8463424658936844,191.65140287092927,0.14474801491040762,0.2798621714809567,0.009633858339858506
132,4960,0.9_SAC,0.9,0.9255179404571467,5.317179794705515,11.559877529868176,-9.708841648953884,182.8450012243582,0.005061762335638035,0.06322227817255852,-0.053098753501282445
133,5009,0.9_TQC,0.9,10.389577876000173,5.792136807244995,21.973851490490162,-1.1946957384898163,182.8450012243582,0.056821776950039454,0.12017748006973052,-0.006533926169651618
134,5038,0.85_TQC,0.85,28.393510220548187,13.598780503287434,55.59107122712305,1.1959492139733179,191.65140287092927,0.14815185172252693,0.29006347146105554,0.006240231983998307
135,5154,0.9_TQC,0.9,11.133147707107375,6.685021165265606,24.50319003763859,-2.2368946234238383,182.8450012243582,0.060888444488818985,0.1340107187703326,-0.012233829792694623
136,5171,0.9_SAC,0.9,1.050292949244481,5.264899947681825,11.580092844608131,-9.47950694611917,182.8450012243582,0.0057441709765733715,0.06333283801616697,-0.05184449606302023
137,5187,0.85_TQC,0.85,29.174228956391776,14.532044393850565,58.23831774409291,0.11014016869064491,191.65140287092927,0.15222549127928706,0.3038762924334785,0.0005746901250956174
138,5272,0.85_TQC,0.85,29.89768234181149,15.263089771052096,60.42386188391568,-0.6284972002927027,191.65140287092927,0.1560003312991482,0.31528003958629564,-0.00327937698799927
139,5274,0.9_TQC,0.9,11.853511839444808,7.417349705503295,26.688211250451396,-2.9811875715617813,182.8450012243582,0.06482819743537899,0.14596084701109155,-0.016304452140333568
140,5351,0.85_TQC,0.85,30.566764236885813,15.836846387982549,62.24045701285091,-1.1069285390792842,191.65140287092927,0.15949147138500985,0.32475868206802405,-0.00577573929800432
141,5365,0.9_TQC,0.9,12.643114940619135,8.241251719395544,29.125618379410223,-3.839388498171953,182.8450012243582,0.0691466261366671,0.1592913023838804,-0.020998050110546188
142,5398,0.9_SAC,0.9,1.1721278604276537,5.215314446313683,11.60275675305502,-9.258501032199712,182.8450012243582,0.0064104998910492796,0.06345678949580891,-0.05063578971371034
143,5427,0.85_TQC,0.85,31.273322448905365,16.467526778592326,64.20837600609002,-1.6617311082792874,191.65140287092927,0.16317815565361077,0.3350269032433443,-0.008670591936122726
144,5458,0.9_TQC,0.9,13.47437175688762,9.084711420456012,31.643794597799644,-4.695051084024403,182.8450012243582,0.07369286371878453,0.17306349304551907,-0.02567776560795001
145,5487,0.85_TQC,0.85,32.08601476225274,17.312076059386726,66.7101668810262,-2.538137356520714,191.65140287092927,0.1674186271616367,0.34808076477245115,-0.013243510449177686
146,5496,0.9_CrossQ,0.9,12.051616315054869,5.989466592338849,24.030549499732565,0.07268313037717,182.8450012243582,0.06591165322735319,0.13142579419081907,0.0003975122638872958
147,5518,0.9_SAC,0.9,1.2898260187155735,5.167278355869271,11.624382730454116,-9.04473069302297,182.8450012243582,0.007054204435881213,0.063575064413112,-0.04946665554134958
148,5522,0.85_TQC,0.85,32.96465441751144,18.270777546680836,69.5062095108731,-3.576900675850233,191.65140287092927,0.17200319916109363,0.36266997511979177,-0.018663576797604525
149,5592,0.85_TQC,0.85,33.90519641122711,19.32822526784354,72.56164694691418,-4.751254124459969,191.65140287092927,0.17691076560530636,0.37861265746007605,-0.024791126249463342
150,5595,0.9_CrossQ,0.9,12.360928214098445,5.7903099286471855,23.941548071392816,0.7803083568040741,182.8450012243582,0.06760331500083552,0.13093903530901327,0.0042675946926577675
151,5628,0.9_SAC,0.9,1.3999509680751527,5.118202136825908,11.63635524172697,-8.836453305576663,182.8450012243582,0.00765649024420064,0.06364054343191308,-0.048327562943511794
152,5638,0.85_TQC,0.85,34.85554655083827,20.34786409511475,75.55127474106777,-5.840181639391233,191.65140287092927,0.18186950906021962,0.39421195780105506,-0.03047293968061584
153,5711,0.9_TQC,0.9,14.332193515134476,9.915957660709749,34.16410883655397,-5.499721806285022,182.8450012243582,0.07838438797431653,0.18684737678244334,-0.030078600833810275
154,5715,0.9_CrossQ,0.9,12.62770637593858,5.607497891526685,23.842702158991948,1.41271059288521,182.8450012243582,0.06906235495300128,0.13039843583000657,0.007726274075995968
155,5724,0.85_TQC,0.85,35.784180683266236,21.261349924908014,78.30688053308226,-6.738519166549793,191.65140287092927,0.18671494258440502,0.40859017653953356,-0.035160291370723525
156,5748,0.9_SAC,0.9,1.5063198047128168,5.070486416785036,11.647292638282888,-8.634653028857254,182.8450012243582,0.008238233447052247,0.06370036129120746,-0.047223894397102964
157,5779,0.85_TQC,0.85,36.7805821245228,22.28912089868729,81.35882392189738,-7.797659672851779,191.65140287092927,0.1919139728358434,0.4245146276163175,-0.04068668194463068
158,5831,0.9_TQC,0.9,15.091298679888665,10.483197562656654,36.05769380520197,-5.875096445424644,182.8450012243582,0.08253602001058279,0.19720360722882285,-0.03213156720765728
159,5835,0.9_CrossQ,0.9,12.863847433877186,5.441045867783098,23.745939169443382,1.981755698310991,182.8450012243582,0.07035383711744313,0.1298692280917549,0.010838446143131343
160,5899,0.85_TQC,0.85,37.696562763065025,23.085656874779488,83.86787651262401,-8.474750986493952,191.65140287092927,0.19669338287313443,0.4376063793757157,-0.04421961362944684
161,5913,0.85_TQC,0.85,38.621592930581215,23.870334426160127,86.36226178290147,-9.11907592173904,191.65140287092927,0.201520011604567,0.4506215998902107,-0.047581576681076675
