,Step,goal_power_replay,goal,mean,std,y_upper,y_lower,max_possible_return,mean_norm,y_upper_norm,y_lower_norm
76,5779,0.85,0.85,36.7805821245228,22.28912089868729,81.35882392189738,-7.797659672851779,191.65140287092927,0.1919139728358434,0.4245146276163175,-0.04068668194463068
77,5899,0.85,0.85,37.696562763065025,23.085656874779488,83.86787651262401,-8.474750986493952,191.65140287092927,0.19669338287313443,0.4376063793757157,-0.04421961362944684
78,5913,0.85,0.85,38.621592930581215,23.870334426160127,86.36226178290147,-9.11907592173904,191.65140287092927,0.201520011604567,0.4506215998902107,-0.047581576681076675
79,6058,0.85,0.85,39.56098093253187,24.65570714347709,88.87239521948605,-9.750433354422313,191.65140287092927,0.20642155674265975,0.46371899129451505,-0.05087587780919558
80,6089,0.85,0.85,40.50390809186694,25.41991940030147,91.34374689246988,-10.335930708736,191.65140287092927,0.21134156852034602,0.47661402694759714,-0.05393088990690509
81,6123,0.85,0.85,41.40863432518181,26.082396871787488,93.57342806875678,-10.756159418393167,191.65140287092927,0.21606225524510833,0.48824807263099096,-0.05612356214077429
82,6209,0.85,0.85,42.25468480952723,26.61707337579295,95.48883156111313,-10.97946194205867,191.65140287092927,0.22047678324579928,0.4982422780668171,-0.0572887115752185
83,6329,0.85,0.85,43.078290642770945,27.100279452659624,97.2788495480902,-11.122268262548303,191.65140287092927,0.22477419939254353,0.5075822461555588,-0.058033847370471764
84,6399,0.85,0.85,43.87937316153678,27.535803656855705,98.9509804752482,-11.192234152174628,191.65140287092927,0.2289540932350391,0.5163071023377185,-0.05839891586764026
85,6437,0.85,0.85,44.68739093808925,27.97520790130566,100.63780674070057,-11.263024864522066,191.65140287092927,0.23317017391302214,0.5251086359564856,-0.05876828813044135
86,6537,0.85,0.85,45.44588388707154,28.327616766202585,102.10111741947671,-11.209349645333631,191.65140287092927,0.23712784360716524,0.5327439084191747,-0.05848822120484424
87,6624,0.85,0.85,46.18477900827122,28.645723887721665,103.47622678371455,-11.10666876717211,191.65140287092927,0.2409832556215365,0.5399189634599351,-0.057952452216862065
88,6744,0.85,0.85,46.80370774326243,28.794665811814436,104.3930393668913,-10.785623880366444,191.65140287092927,0.24421270620587704,0.5447027144236272,-0.056277302011873066
89,6863,0.85,0.85,47.35832997438601,28.86740314241266,105.09313625921132,-10.376476310439308,191.65140287092927,0.24710661787474753,0.5483556847741312,-0.05414244902463622
90,6983,0.85,0.85,47.800886536743896,28.82719297116234,105.45527247906858,-9.853499405580784,191.65140287092927,0.24941579253106835,0.550245241617611,-0.051413656555474224
91,7103,0.85,0.85,48.18793036376023,28.74254456233304,105.67301948842632,-9.297158760905852,191.65140287092927,0.2514353124574474,0.5513814034515235,-0.048510778536628676
92,7174,0.85,0.85,48.64483306066757,28.723773582177955,106.09238022502348,-8.802714103688338,191.65140287092927,0.2538193424726884,0.5535695467696268,-0.04593086182425008
93,7230,0.85,0.85,49.19147845661385,28.803513741883197,106.79850594038024,-8.415549027152544,191.65140287092927,0.2566716325564423,0.5572539743541841,-0.043910709241299584
94,7319,0.85,0.85,49.72756193590216,28.873128985944593,107.47381990779135,-8.018696035987027,191.65140287092927,0.2594688125992586,0.5607776321896862,-0.041840006991169
95,7377,0.85,0.85,50.22991125277845,28.907541183580882,108.04499361994021,-7.585171114383314,191.65140287092927,0.26208997429883985,0.5637579062893938,-0.03957795769171421
96,7497,0.85,0.85,50.6223000972246,28.83896075615935,108.3002216095433,-7.055621415094095,191.65140287092927,0.26413738349370186,0.5650896366382449,-0.036814869650841096
97,7546,0.85,0.85,51.00806582108572,28.768178245832193,108.5444223127501,-6.528290670578663,191.65140287092927,0.2661502345247007,0.5663638287367564,-0.0340633596873551
98,7666,0.85,0.85,51.309108891604254,28.63707727015124,108.58326343190674,-5.965045648698229,191.65140287092927,0.26772101911593726,0.566566494193804,-0.031124455961929406
99,7760,0.85,0.85,51.602034398523124,28.50409064864892,108.61021569582095,-5.406146898774715,191.65140287092927,0.2692494478283331,0.5667071259006972,-0.02820823024403099
100,7797,0.85,0.85,51.9131951171464,28.386793537131826,108.68678219141006,-4.860391957117251,191.65140287092927,0.27087302435301336,0.567106635084779,-0.025360586378752263
101,7840,0.85,0.85,52.2853131853938,28.319738002388977,108.92478919017175,-4.3541628193841575,191.65140287092927,0.2728146645532576,0.5683485096298977,-0.022719180523382544
102,7871,0.85,0.85,52.67165292231403,28.267955274325598,109.20756347096523,-3.8642576263371637,191.65140287092927,0.2748305106735201,0.5698239712052242,-0.020162949858183978
103,7901,0.85,0.85,53.07811811233007,28.237283321191295,109.55268475471266,-3.396448530052524,191.65140287092927,0.27695136752052046,0.5716247473987586,-0.017722012357717604
104,7990,0.85,0.85,53.49571812049044,28.219827030235543,109.93537218096152,-2.9439359399806477,191.65140287092927,0.2791303236977503,0.5736215364674334,-0.015360889071932799
105,8020,0.85,0.85,53.90441683478241,28.196370582064993,110.2971579989124,-2.488324329347577,191.65140287092927,0.2812628346429857,0.5755092649814507,-0.012983595695479355
106,8086,0.85,0.85,54.338865922010015,28.200666734522986,110.740199391056,-2.0624675470359577,191.65140287092927,0.28352970606015027,0.5778209693859416,-0.010761557265641096
107,8105,0.85,0.85,54.81919185028963,28.256133660647176,111.33145917158399,-1.6930754710047253,191.65140287092927,0.2860359539721632,0.5809060487105432,-0.00883414076621685
108,8122,0.85,0.85,55.39202711701303,28.426845886415972,112.24571888984497,-1.4616646558189146,191.65140287092927,0.28902489774268797,0.5856764793182269,-0.00762668383285092
109,8155,0.85,0.85,56.00131711801897,28.64708458940953,113.29548629683802,-1.2928520608000937,191.65140287092927,0.29220405527495125,0.5911539628704867,-0.0067458523205842945
110,8275,0.85,0.85,56.50823943922619,28.7328574603466,113.97395435991939,-0.9574754814670143,191.65140287092927,0.29484907802779076,0.594694078167938,-0.004995922112356473
111,8395,0.85,0.85,57.00643894167013,28.80938043175348,114.62519980517709,-0.6123219218368234,191.65140287092927,0.2974485867972594,0.5980921511040191,-0.003194977509500421
112,8425,0.85,0.85,57.54735611888784,28.93883643061646,115.42502898012076,-0.3303167423450759,191.65140287092927,0.3002709881421741,0.6022655052405518,-0.001723528956203535
113,8501,0.85,0.85,58.12468651886603,29.115930382927857,116.35654728472174,-0.10717424698968614,191.65140287092927,0.3032833866497238,0.6071259878180173,-0.0005592145185697616
114,8572,0.85,0.85,58.73867350246321,29.34294817262139,117.42456984770598,0.05277715722042586,191.65140287092927,0.3064870521298595,0.6126987232479976,0.0002753810117214195
115,8648,0.85,0.85,59.38553593691797,29.615888691938874,118.61731332079572,0.15375855304021968,191.65140287092927,0.3098622553622115,0.6189222282952995,0.000802282429123521
116,8768,0.85,0.85,60.02052499997353,29.868033662692405,119.75659232535834,0.2844576745887224,191.65140287092927,0.31317550563611224,0.6248667660732458,0.0014842451989787676
117,8858,0.85,0.85,60.622409362870286,30.070461307259365,120.76333197738902,0.481486748351557,191.65140287092927,0.3163160219792256,0.6301197391115317,0.002512304846919498
118,8928,0.85,0.85,61.16886915699415,30.198358002907597,121.56558516280934,0.772153151178955,191.65140287092927,0.3191673436285218,0.6343057412664996,0.004028945990543957
119,8971,0.85,0.85,61.75266397299361,30.37477686774384,122.50221770848128,1.003110237505929,191.65140287092927,0.32221347221017704,0.6391929089659854,0.005234035454368627
120,9000,0.85,0.85,62.34825403657136,30.56620107671642,123.4806561900042,1.2158518831385194,191.65140287092927,0.3253211461152768,0.6442982119633334,0.006344080267220139
121,9037,0.85,0.85,63.0216475683254,30.868986447735004,124.75962046379541,1.2836746728553905,191.65140287092927,0.32883478348847955,0.650971600493928,0.006697966483031183
122,9064,0.85,0.85,63.6855960286734,31.153316053133704,125.9922281349408,1.378963922405994,191.65140287092927,0.33229913830353486,0.6574031092263504,0.00719516738071925
123,9130,0.85,0.85,64.46813624025869,31.626860723160625,127.72185768657994,1.2144147939374363,191.65140287092927,0.3363822819688713,0.6664279821243797,0.006336581813363003
124,9174,0.85,0.85,65.21744568787202,32.03401758387347,129.28548085561897,1.1494105201250733,191.65140287092927,0.34029203392679447,0.6745866657844836,0.005997402069105449
125,9198,0.85,0.85,65.98003029574417,32.45590123503118,130.89183276580653,1.0682278256818165,191.65140287092927,0.34427105310666306,0.6829682997622394,0.005573806451086777
126,9253,0.85,0.85,66.70429094257388,32.80771664193114,132.31972422643616,1.0888576587116034,191.65140287092927,0.3480501052606276,0.6904187615863632,0.0056814489348920244
127,9273,0.85,0.85,67.44400481596844,33.1786179214499,133.80124065886824,1.0867689730686436,191.65140287092927,0.35190978936579814,0.6981490281549301,0.005670550576666249
128,9324,0.85,0.85,68.11330941107919,33.43640792880381,134.9861252686868,1.2404935534715662,191.65140287092927,0.3554020914574322,0.7043315271717338,0.00647265574313065
129,9369,0.85,0.85,68.79205562671739,33.70508797851801,136.20223158375342,1.3818796696813678,191.65140287092927,0.3589436581011959,0.7106769350156075,0.007210381186784304
130,9387,0.85,0.85,69.46081689426231,33.95625248220877,137.37332185867984,1.5483119298447718,191.65140287092927,0.36243312521454285,0.716787457857515,0.008078792571570726
131,9430,0.85,0.85,70.10713025051085,34.173207288130186,138.45354482677124,1.760715674250477,191.65140287092927,0.36580546346287707,0.7224238526446635,0.009187074281090755
132,9478,0.85,0.85,70.72394480816622,34.34854038996831,139.42102558810285,2.026864028229596,191.65140287092927,0.36902388267826247,0.727471980374692,0.010575784981832983
133,9573,0.85,0.85,71.35170111182043,34.53740921278271,140.42651953738584,2.276882686255007,191.65140287092927,0.37229939381071675,0.7327184535766657,0.011880334044767783
134,9632,0.85,0.85,71.978117296448,34.7232174735566,141.4245522435612,2.531682349334801,191.65140287092927,0.375567912460953,0.7379259954533485,0.013209829468557574
135,9649,0.85,0.85,72.56622959371614,34.85836763383474,142.2829648613856,2.849494326046667,191.65140287092927,0.37863656882588564,0.7424050266786117,0.014868110973159454
136,9716,0.85,0.85,73.14614584734986,34.98307065930815,143.11228716596617,3.180004528733562,191.65140287092927,0.3816624598183156,0.7467322702685742,0.016592649368057
137,9807,0.85,0.85,73.7117543050439,35.09023885345175,143.89223201194739,3.531276598140394,191.65140287092927,0.3846136954952856,0.7508018718175203,0.018425519173050818
138,9834,0.85,0.85,74.28042773229765,35.201268965614325,144.68296566352632,3.877889801069003,191.65140287092927,0.38758092359137597,0.7549277672700647,0.020234079912687258
139,9954,0.85,0.85,74.84025839064668,35.30176202095771,145.4437824325621,4.236734348731261,191.65140287092927,0.39050201182742744,0.7588975622083682,0.022106461446486557
140,10060,0.85,0.85,75.47205790726991,35.49366837945468,146.45939466617926,4.484721148360549,191.65140287092927,0.39379861966415025,0.7641968306635079,0.02340040866479259
141,10095,0.85,0.85,76.09211810576825,35.66855135761991,147.42922082100807,4.755015390528428,191.65140287092927,0.3970339740065128,0.7692571962037589,0.024810751809266795
142,10139,0.85,0.85,76.68657471790088,35.809395298574955,148.30536531505078,5.0677841207509715,191.65140287092927,0.40013573378091416,0.7738287489339664,0.02644271862786182
143,10182,0.85,0.85,77.22661524356369,35.88434814064381,148.9953115248513,5.457918962276068,191.65140287092927,0.40295356092735307,0.7774287549838318,0.028478366870874364
144,10230,0.85,0.85,77.74583728753184,35.936431220132725,149.6186997277973,5.872974847266391,191.65140287092927,0.4056627612576936,0.780681474210551,0.03064404830483626
145,10244,0.85,0.85,78.26168288987749,35.9856289926627,150.23294087520287,6.290424904552097,191.65140287092927,0.40835434396785547,0.7838864658683437,0.0328222220673672
146,10341,0.85,0.85,78.72693958531846,35.9827533038064,150.69244619293124,6.761432977705667,191.65140287092927,0.4107819635337519,0.7862840758562957,0.035279851211208
147,10461,0.85,0.85,79.10503124938457,35.90253534145201,150.91010193228857,7.29996056648055,191.65140287092927,0.4127547728030936,0.7874197614609761,0.03808978414521091
148,10475,0.85,0.85,79.47843668834906,35.82051966324392,151.1194760148369,7.837397361861221,191.65140287092927,0.4147031302550657,0.7885122349801464,0.040894025529984994
149,10515,0.85,0.85,79.7989897203663,35.70071786394281,151.2004254482519,8.397553992480667,191.65140287092927,0.41637571405677737,0.7889346134871774,0.04381681462637732
150,10528,0.85,0.85,80.11867766784945,35.58244006712892,151.28355780210728,8.953797533591612,191.65140287092927,0.4180437840144936,0.7893683820514041,0.04671918597758291
151,10561,0.85,0.85,80.4885899201524,35.504277524379475,151.49714496891136,9.480034871393457,191.65140287092927,0.41997391469322426,0.7904828386304041,0.049464990756044394
152,10681,0.85,0.85,80.77522868669458,35.3676724052558,151.51057349720617,10.03988387618297,191.65140287092927,0.4214695404087073,0.7905529060971361,0.052386174720278414
153,10718,0.85,0.85,81.0503305155788,35.22596346734135,151.5022574502615,10.598403580896104,191.65140287092927,0.42290496861201404,0.7905095145705411,0.055300422653487016
154,10813,0.85,0.85,81.26611303522769,35.05373254669177,151.37357812861123,11.158647941844151,191.65140287092927,0.42403088011809476,0.7898380907264019,0.058223669509787634
155,10889,0.85,0.85,81.45507326778966,34.87134096674804,151.19775520128576,11.71239133429357,191.65140287092927,0.42501683811126023,0.788920680654304,0.06111299556821648
156,10909,0.85,0.85,81.70449998624346,34.72117144245853,151.14684287116052,12.262157101326409,191.65140287092927,0.42631829854785186,0.7886550299501475,0.06398156714555622
157,10980,0.85,0.85,81.96185291440753,34.577621434209775,151.11709578282708,12.80661004598798,191.65140287092927,0.42766111641565213,0.7884998153892947,0.06682241744200954
158,11005,0.85,0.85,82.2149718844225,34.43356526898324,151.08210242238897,13.347841346456022,191.65140287092927,0.4289818423076793,0.7883172267939914,0.06964645782136716
159,11034,0.85,0.85,82.4745148853925,34.295291327717166,151.06509754082683,13.883932229958162,191.65140287092927,0.4303360875523373,0.7882284986067336,0.072443676497941
160,11074,0.85,0.85,82.76984656203173,34.18212367945243,151.1340939209366,14.405599203126869,191.65140287092927,0.4318770711935483,0.7885885083905193,0.07516563399657737
161,11148,0.85,0.85,83.12984962241075,34.12049172615708,151.37083307472489,14.888866170096591,191.65140287092927,0.43375549762292054,0.7898237675654689,0.07768722768037205
162,11183,0.85,0.85,83.48866087588566,34.059408388256166,151.607477652398,15.369844099373324,191.65140287092927,0.43562770543408147,0.7910585332605182,0.08019687760764471
163,11213,0.85,0.85,83.84541438382259,33.998120517981256,151.8416554197851,15.849173347860074,191.65140287092927,0.4374891763265079,0.7922804276159946,0.08269792503702128
164,11272,0.85,0.85,84.21724817211856,33.95138834611173,152.120024864342,16.314471479895104,191.65140287092927,0.43942933320887834,0.7937329056066952,0.08512576081106146
165,11292,0.85,0.85,84.62927335016472,33.94354727079156,152.51636789174785,16.7421788085816,191.65140287092927,0.44157920099942954,0.7958009469644345,0.0873574550344246
166,11313,0.85,0.85,85.0356949278751,33.93129406450371,152.89828305688252,17.17310679886768,191.65140287092927,0.4436998302858433,0.7977937065237886,0.08960595404789802
167,11393,0.85,0.85,85.41564552549414,33.895227190565414,153.20609990662496,17.625191144363313,191.65140287092927,0.4456823391113849,0.7993998353865642,0.0919648428362055
168,11465,0.85,0.85,85.72528604694725,33.802181296339114,153.32964863962547,18.12092345426902,191.65140287092927,0.44729798354087874,0.8000444888101748,0.09455147827158274
169,11486,0.85,0.85,86.09058147190082,33.7561181662722,153.60281780444524,18.578345139356415,191.65140287092927,0.4492040245063059,0.8014698327457145,0.09693821626689736
170,11508,0.85,0.85,86.53001532018627,33.78355658994227,154.09712850007082,18.962902140301722,191.65140287092927,0.4514969054437932,0.8040490504723831,0.09894476041520339
