Wall time,Step,Value
1714585435.0565948,80,-4.501419544219971
1714585514.5457578,134,-8.821629524230957
1714585585.4922535,179,3.9615085124969482
1714585648.5065508,194,35.1695556640625
1714585735.217847,225,34.18244552612305
1714585785.1076696,258,41.47254943847656
1714585839.7635534,284,31.73377799987793
1714585879.7158678,302,37.89043426513672
1714585928.1700454,326,37.618534088134766
1714585989.433206,349,30.86579704284668
1714586024.6277251,365,25.421003341674805
1714586047.381899,374,24.841955184936523
1714586108.460646,395,20.89883804321289
1714586155.5770593,423,25.571081161499023
1714586184.0492513,436,28.77874755859375
1714586221.4757237,456,25.128202438354492
1714586259.3346035,465,21.417259216308594
1714586315.189826,502,22.278032302856445
1714586404.0213978,557,22.720458984375
1714586475.4589417,599,23.497732162475586
1714586564.0956292,660,24.42269515991211
1714586646.1309862,731,25.303142547607422
1714586708.4743528,768,27.855388641357422
1714586762.4159884,798,31.743061065673828
1714586807.1830826,818,33.37668991088867
1714586849.5390248,840,34.442996978759766
1714586888.4776826,865,33.814353942871094
1714586934.05087,888,33.63380813598633
1714587041.4679549,944,29.846824645996094
1714587103.2717955,982,31.686859130859375
1714587174.2914152,1031,31.30304718017578
1714587216.419766,1052,33.602508544921875
1714587345.3788116,1137,32.009803771972656
1714587398.7716205,1165,33.694461822509766
1714587438.6618516,1177,35.87228012084961
1714587499.1538641,1205,36.02229309082031
1714587531.8893635,1218,33.916622161865234
1714587575.6373165,1241,35.762020111083984
1714587617.103757,1258,33.367191314697266
1714587697.2641556,1308,33.039100646972656
1714587784.960247,1364,39.074806213378906
1714587872.82481,1417,41.4893684387207
1714587953.70485,1472,41.584957122802734
1714588014.4250531,1499,45.00151443481445
1714588151.651418,1572,46.82245635986328
1714588204.538489,1600,46.386817932128906
1714588267.557066,1636,45.28824996948242
1714588375.1045394,1698,45.170318603515625
1714588425.8393438,1730,41.47076416015625
1714588483.069955,1768,41.82426071166992
1714588621.0714197,1862,40.738590240478516
1714588656.6343358,1883,42.86324691772461
1714588738.0733306,1950,45.061302185058594
1714588789.2201486,1983,42.73286437988281
1714588873.6489756,2034,43.44221878051758
1714588965.1386092,2090,41.47594451904297
1714589041.393187,2142,41.84697723388672
1714589135.696152,2207,41.76946258544922
1714589208.148351,2245,43.94443130493164
1714589307.3378873,2315,42.67825698852539
1714589369.7934847,2362,45.10600662231445
1714589441.8956058,2400,51.6038932800293
1714589523.987707,2446,53.87986373901367
1714589636.8943732,2493,56.29766082763672
1714589702.0108352,2533,55.127681732177734
1714589801.7305894,2599,51.949214935302734
1714589875.6251616,2638,54.69496154785156
1714589968.0197334,2704,54.60371017456055
1714590031.8081338,2748,53.614959716796875
1714590096.616699,2795,49.76252365112305
1714590177.8614457,2837,51.908565521240234
1714590314.775432,2916,51.037071228027344
1714590370.4526873,2945,50.71480941772461
1714590468.1158538,3015,49.295352935791016
1714590604.4988563,3122,46.04655838012695
1714590704.0954483,3208,45.96321487426758
1714590785.884491,3274,48.513790130615234
1714590883.6672525,3339,48.294189453125
1714590981.1101134,3413,50.5032844543457
1714591043.8127718,3462,51.84201431274414
1714591106.9581513,3500,52.276092529296875
1714591196.5585837,3566,54.048126220703125
1714591292.3654723,3622,55.63382339477539
1714591375.6651983,3686,53.65275955200195
1714591471.0985646,3774,55.851192474365234
1714591555.475863,3850,54.12671661376953
1714591620.469195,3899,50.59209442138672
1714591723.3761463,3997,49.06502914428711
1714591850.2989604,4097,45.5301628112793
1714591966.0351136,4197,45.694942474365234
1714592066.464459,4287,45.66328430175781
1714592138.753691,4342,45.21018600463867
1714592234.0767379,4430,45.702266693115234
1714592358.824336,4511,44.98080825805664
1714592502.9554236,4630,45.527687072753906
1714592557.8465736,4657,48.74834442138672
1714592704.5103993,4777,49.07766342163086
1714592845.3306491,4897,46.2628288269043
1714592927.5315018,4954,48.268524169921875
1714592979.3481338,4991,53.45915603637695
1714593124.3918478,5111,53.82894515991211
1714593188.3597515,5155,54.9410400390625
1714593254.4408202,5198,56.52877426147461
1714593347.955707,5263,58.14458084106445
1714593456.2134953,5347,56.044281005859375
1714593549.8036706,5397,56.4466438293457
1714593682.2492616,5498,54.60463333129883
1714593789.253005,5592,52.8848991394043
1714593877.362616,5638,50.705482482910156
1714593970.6443818,5699,53.78530502319336
1714594077.8892887,5791,55.938167572021484
1714594172.239131,5873,54.08277893066406
1714594320.894754,5968,54.31836700439453
1714594456.0035038,6010,55.93092346191406
1714594491.08575,6033,59.410255432128906
1714594627.9408438,6153,57.9161491394043
1714594773.8759158,6273,54.83369827270508
1714594885.992159,6345,56.37470626831055
1714594980.8972595,6417,56.69428253173828
1714595048.6617563,6462,61.189659118652344
1714595164.088627,6538,59.146034240722656
1714595319.3537989,6645,60.58815383911133
1714595374.5983026,6671,63.335296630859375
1714595489.8436046,6762,65.92571258544922
1714595588.3587744,6828,64.20008087158203
1714595638.7898383,6862,70.36936950683594
1714595768.6571045,6958,67.39743041992188
1714595841.1143284,6990,69.3924331665039
1714595973.1474578,7086,69.41807556152344
1714596066.5468087,7157,69.82357025146484
1714596133.7675443,7205,73.07595825195312
1714596223.3764536,7270,76.08290100097656
1714596324.4221938,7353,76.23580169677734
1714596418.9651859,7408,80.04817199707031
1714596492.324447,7444,81.75788116455078
1714596652.4647474,7564,79.95829772949219
1714596790.3962312,7665,81.78213500976562
1714596839.924878,7689,86.71360778808594
1714596952.521712,7777,88.15633392333984
1714597056.455073,7849,86.51380920410156
1714597184.6411371,7943,88.14505004882812
1714597346.465618,8063,88.19192504882812
1714597460.8677156,8154,86.68550109863281
1714597616.926514,8274,83.54975891113281
1714597716.5718358,8343,82.4754409790039
1714597770.4444108,8371,84.09410858154297
1714597796.1310186,8383,89.28785705566406
1714597889.167506,8448,90.16680145263672
1714598044.553756,8553,87.38778686523438
1714598163.7118256,8627,87.27802276611328
1714598212.3385012,8650,87.54021453857422
1714598366.8220701,8739,88.8918228149414
1714598445.5400033,8777,88.81781768798828
1714598545.4393518,8833,92.044677734375
1714598637.647513,8886,93.6230239868164
1714598694.0830116,8918,95.06134796142578
1714598749.2105772,8945,97.005126953125
1714598834.5473459,8995,100.24358367919922
1714598934.6855114,9061,101.33755493164062
1714599026.4014955,9126,99.20460510253906
1714599129.1886537,9182,104.02670288085938
1714599280.604972,9298,104.03175354003906
1714599326.2813852,9318,103.92827606201172
1714599433.4630451,9380,105.57794189453125
1714599517.9568233,9429,108.0562744140625
1714599555.1487029,9447,112.90851593017578
1714599612.8019898,9471,119.28064727783203
1714599681.5289624,9510,123.66979217529297
1714599728.8915298,9527,130.29945373535156
1714599880.0069213,9608,129.9834747314453
1714599963.2982237,9667,128.48863220214844
1714600042.976557,9719,127.70348358154297
1714600095.996531,9742,130.59146118164062
1714600207.027367,9822,132.09066772460938
1714600305.3615856,9892,132.16468811035156
1714600358.7418883,9919,132.0702362060547
1714600413.2639031,9941,135.62118530273438
1714600480.606636,9977,135.48243713378906
1714600543.0730665,10009,135.84719848632812
1714600619.0213287,10052,135.93458557128906
1714600663.9155118,10072,136.1713409423828
1714600769.472353,10134,134.4698486328125
1714600811.8386765,10148,136.44874572753906
1714600882.9698536,10178,136.8943634033203
1714600939.3577244,10201,138.8990020751953
1714601009.709232,10231,140.310791015625
1714601188.7426622,10351,138.91819763183594
1714601219.1926591,10363,139.24717712402344
1714601314.095528,10426,139.48297119140625
1714601416.2227385,10497,136.89405822753906
1714601508.4791121,10551,136.24900817871094
1714601587.1952631,10581,135.92881774902344
1714601701.296843,10648,133.15829467773438
1714601852.894185,10768,126.57491302490234
1714601991.7308805,10859,125.40762329101562
1714602157.526418,10979,120.8509750366211
1714602316.164115,11099,115.0069580078125
1714602402.7632573,11142,114.46199798583984
1714602553.6973102,11262,111.5538558959961
1714602661.1792283,11331,111.44285583496094
1714602733.5169861,11384,109.76851654052734
1714602907.7420585,11504,103.33306884765625
1714603050.554115,11600,98.79556274414062
1714603267.140702,11720,92.3702392578125
1714603323.7095404,11755,92.80802154541016
1714603379.4974444,11772,93.06124114990234
1714603536.5668023,11892,88.39964294433594
1714603638.211484,11968,84.8355484008789
1714603780.5994961,12088,78.39875030517578
1714603883.144257,12161,75.06373596191406
1714604025.8926048,12253,71.79454803466797
1714604174.1787844,12373,71.72486114501953
1714604217.2079232,12400,71.37614440917969
1714604371.687616,12520,66.61051940917969
1714604467.4969292,12588,66.6914291381836
1714604543.6231508,12634,66.99370574951172
1714604620.1129246,12669,67.04405975341797
1714604665.6679342,12692,69.89120483398438
1714604705.8685997,12712,76.28547668457031
1714604792.5257595,12780,77.80394744873047
1714604935.452082,12900,77.72764587402344
1714605086.9249823,13020,77.73716735839844
1714605209.3927224,13113,73.48599243164062
1714605369.8945034,13233,73.48052978515625
1714605468.6473682,13300,73.65105438232422
1714605535.6862562,13342,73.92960357666016
1714605689.5098245,13462,73.95938873291016
1714605774.6025267,13497,78.57882690429688
1714605861.2585802,13564,82.035888671875
1714605975.9023108,13637,79.83177947998047
1714606020.3729184,13660,79.58946990966797
1714606162.8736548,13766,81.05188751220703
1714606274.991603,13842,82.44439697265625
1714606401.5524247,13939,84.07563781738281
1714606511.0791867,14004,84.44425201416016
1714606611.82256,14081,87.2859878540039
1714606653.1053264,14101,93.6310806274414
1714606710.2769535,14130,93.5281982421875
1714606857.8976357,14250,93.56603240966797
1714606967.4238966,14329,93.38386535644531
1714607118.7779942,14420,89.0691909790039
1714607235.0458376,14472,87.46611022949219
1714607340.9652748,14547,84.29579162597656
1714607484.8590405,14667,77.8920669555664
1714607581.2704563,14735,77.85081481933594
1714607639.4648328,14750,84.40567779541016
1714607669.7982278,14763,91.16180419921875
1714607735.6292598,14792,95.88724517822266
1714607789.8573208,14817,102.29817962646484
1714607906.121682,14895,102.10819244384766
1714608003.735917,14969,100.25789642333984
1714608162.0661259,15089,100.27196502685547
1714608219.0556607,15115,100.34522247314453
1714608373.054239,15235,96.99381256103516
1714608451.7691329,15291,98.77128601074219
1714608494.7384512,15309,98.87760162353516
1714608596.563221,15360,102.07162475585938
1714608768.4398658,15480,97.62313079833984
1714608923.344665,15600,96.13744354248047
1714609021.0164356,15669,96.13404083251953
1714609172.3700361,15757,93.41825103759766
1714609318.7941456,15853,89.88362884521484
1714609403.1077216,15900,89.74219512939453
1714609505.718876,15967,93.02764129638672
1714609603.573703,16031,93.40467834472656
1714609686.7421503,16066,97.67947387695312
1714609841.4694977,16186,93.15350341796875
1714609942.332536,16259,93.20331573486328
1714610096.6353316,16377,93.10501098632812
1714610118.4847207,16383,96.95199584960938
1714610194.971095,16416,96.65044403076172
1714610280.550228,16476,94.5174789428711
1714610392.9064927,16540,92.86699676513672
1714610552.3811283,16660,86.42357635498047
1714610663.3552325,16728,86.4890365600586
1714610729.189079,16756,89.60261535644531
