Wall time,Step,Value
1749839202.1459649,42,82.13581085205078
1749839269.3039622,92,51.68473815917969
1749839361.1345596,155,43.067413330078125
1749839424.3194025,193,47.90110397338867
1749839512.0013578,246,45.002376556396484
1749839574.3458304,289,41.535823822021484
1749839683.32585,346,33.870330810546875
1749839753.6727984,401,34.27653884887695
1749839825.2249014,439,32.387245178222656
1749839923.2539723,501,27.8897705078125
1749840054.862206,599,28.823440551757812
1749840172.7512424,687,29.70829200744629
1749840256.338974,747,28.951412200927734
1749840366.5853698,829,29.31609344482422
1749840480.6829145,900,31.547414779663086
1749840627.4598017,1013,31.990903854370117
1749840702.9235387,1063,37.262882232666016
1749840833.3896723,1160,37.36882400512695
1749840952.4216013,1257,35.211761474609375
1749841086.257721,1356,35.424232482910156
1749841227.4379582,1462,33.825992584228516
1749841324.56569,1540,35.431339263916016
1749841476.0951943,1660,34.048484802246094
1749841606.1416717,1767,34.23106002807617
1749841753.276564,1853,33.92012023925781
1749841893.910474,1973,30.757287979125977
1749842024.7395246,2068,32.91883850097656
1749842098.639251,2122,36.674224853515625
1749842155.989399,2150,40.6451530456543
1749842267.2006383,2232,40.76356506347656
1749842289.8272686,2244,44.49147415161133
1749842436.4255884,2348,46.509063720703125
1749842556.8446367,2431,49.69098663330078
1749842694.3531642,2551,49.05341339111328
1749842774.3307767,2605,53.90135955810547
1749842888.369248,2684,55.45418167114258
1749843043.028175,2796,55.371360778808594
1749843173.690235,2896,57.52985382080078
1749843324.1851392,3016,56.31678771972656
1749843471.322112,3127,55.34623336791992
1749843622.5485928,3247,53.937564849853516
1749843785.0294447,3367,49.2281379699707
1749843871.6859822,3402,53.96754837036133
1749843979.9469762,3472,58.585243225097656
1749844068.2842734,3529,63.059295654296875
1749844218.8530521,3649,63.11967468261719
1749844321.8816104,3710,64.90853118896484
1749844409.3224175,3759,69.51884460449219
1749844557.547797,3879,68.1583251953125
1749844658.4675612,3954,70.43968200683594
1749844794.1126986,4052,71.98800659179688
1749844936.437185,4172,69.1133041381836
1749844981.6289377,4192,70.91173553466797
1749845095.0081024,4272,67.5475845336914
1749845219.637345,4346,70.60499572753906
1749845342.4715269,4436,68.93489074707031
1749845498.3279717,4556,67.5360107421875
1749845581.4942865,4617,67.6396484375
1749845650.5792837,4658,73.70880889892578
1749845707.5087159,4696,75.83661651611328
1749845820.6423135,4775,75.80877685546875
1749845981.0784972,4895,74.46735382080078
1749846115.6327314,4994,73.15130615234375
1749846229.9168801,5075,76.10211181640625
1749846389.513248,5187,77.47933197021484
1749846533.2238379,5307,77.52400970458984
1749846689.9332266,5427,77.5375747680664
1749846780.5640213,5479,77.13353729248047
1749846911.4537547,5581,74.24314880371094
1749847013.0364015,5647,71.72811889648438
1749847132.08187,5735,76.01506042480469
1749847283.6057854,5855,71.56729888916016
1749847382.8417861,5922,72.55078887939453
1749847521.1946788,6026,73.9222183227539
1749847678.260833,6130,72.20028686523438
1749847751.1992362,6173,74.51219940185547
1749847819.080973,6217,80.47520446777344
1749847912.8398542,6282,77.44618225097656
1749848063.1066856,6402,74.49620056152344
1749848187.4936917,6495,71.77523803710938
